Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
20150415.B-CAMA_reseq_21_R2 - polya	(1, 0.0042454914521082125)	(2, 0.012207717693652979)	(3, 0.01918190228816165)	(4, 0.02612907011888418)	(5, 0.03306079979887177)	(6, 0.04003498439338044)	(7, 0.04705934297777767)	(8, 0.05335424893994903)	(9, 0.05981897456020471)	(10, 0.06908572453885183)	(12, 0.0805369728464928)	(14, 0.09149613009945759)	(16, 0.10186863762449469)	(18, 0.11176063270790683)	(20, 0.1216564873290027)	(22, 0.13147129165874014)	(24, 0.14115680147607246)	(26, 0.15101985002685658)	(28, 0.16081149713049164)	(30, 0.1703464849781583)	(32, 0.18000883756938824)	(34, 0.18981785259260003)	(36, 0.19937020835984354)	(38, 0.2086620453334349)	(40, 0.21832246815582296)	(42, 0.2278535964658059)	(44, 0.23723420280612317)	(46, 0.2469795354575534)	(48, 0.2565241721494294)	(50, 0.2663235383284319)	(52, 0.27627728601478385)	(54, 0.28613454525904236)	(56, 0.2983885774049001)	(58, 1.1467226793651633)	(60, 1.1605301754287243)	(62, 1.171008820240064)	(64, 1.1804762661782653)	(66, 1.190418435251566)	(68, 1.200080787842796)	(70, 1.2099669936196826)	(72, 1.2195521554572377)	(74, 1.2292897690333002)	(76, 1.2388112484990739)	(78, 1.248330798196006)	(80, 1.2582324421236273)	(82, 1.26764971407194)	(84, 1.277458729095152)	(86, 1.2870477504703908)	(88, 1.296825889192133)	(90, 1.3062721076730734)	(92, 1.3156855200837025)	(94, 1.3253478726749326)	(96, 1.335000576421953)	(98, 1.3443541659984841)	(100, 1.3540126590520303)	(102, 1.3638274633817677)	(104, 1.373472448053421)	(106, 1.3831753257903299)	(108, 1.392488390221182)	(110, 1.4023572280784917)	(112, 1.4121971194031735)	(114, 1.422239636456251)
20150415.B-CAMA_reseq_22_R1 - polya	(1, 0.0022498838102358743)	(2, 0.008367336484348294)	(3, 0.01421052646258485)	(4, 0.01982129042736729)	(5, 0.02541810883134248)	(6, 0.03120551656635005)	(7, 0.03670936456494359)	(8, 0.04191570726631586)	(9, 0.0473172878189896)	(10, 0.055152368732527955)	(12, 0.06464929564226327)	(14, 0.07373947702845388)	(16, 0.08247172235392514)	(18, 0.09028820918638716)	(20, 0.09782346054256971)	(22, 0.10539822432103946)	(24, 0.11274288634618962)	(26, 0.12001084778689994)	(28, 0.12692319742702546)	(30, 0.134093539942085)	(32, 0.14134988008212263)	(34, 0.1485876261410839)	(36, 0.15567197103116545)	(38, 0.16274701888070883)	(40, 0.16984763359173216)	(42, 0.1766995524683596)	(44, 0.1836397932300996)	(46, 0.19064743753574132)	(48, 0.1975481658751941)	(50, 0.20460229538352664)	(52, 0.2113984320169251)	(54, 0.21856877453198464)	(56, 0.22552296085453188)	(58, 0.2324469317953301)	(60, 0.23991013108734188)	(62, 0.24801017765621794)	(64, 0.2641289216892611)	(66, 1.1984350105721298)	(68, 1.208296846322988)	(70, 1.2164457023546893)	(72, 1.2237694460386286)	(74, 1.2309746524557064)	(76, 1.2381705618322458)	(78, 1.2451433422358695)	(80, 1.2521486622813767)	(82, 1.2594189479822213)	(84, 1.2664335650682668)	(86, 1.2736480685258826)	(88, 1.280830032341615)	(90, 1.2882769618126848)	(92, 1.2958331315100784)	(94, 1.3032428728189958)	(96, 1.3109989288879595)	(98, 1.3183784548151278)	(100, 1.3261019712422084)	(102, 1.334011428480052)	(104, 1.341600137819329)	(106, 1.349137713435646)	(108, 1.3564568085993163)	(110, 1.363545802009667)	(112, 1.3709555433185843)	(114, 1.378414094090327)
20150415.B-CAMA_reseq_22_R2 - polya	(1, 0.00504829301222347)	(2, 0.013657352550564047)	(3, 0.02102990569732871)	(4, 0.02827694879682815)	(5, 0.03598419540296674)	(6, 0.043119674016008205)	(7, 0.04968338463595253)	(8, 0.05634936270181667)	(9, 0.06300139520687356)	(10, 0.0731491149542804)	(12, 0.08512137890730209)	(14, 0.0967961375631025)	(16, 0.10738081821580309)	(18, 0.11823046452384137)	(20, 0.12871752625089122)	(22, 0.13900005308610147)	(24, 0.1494731692523441)	(26, 0.16001601322262293)	(28, 0.1702613518956805)	(30, 0.18039047756201104)	(32, 0.1907938659242174)	(34, 0.20134368267489988)	(36, 0.21164712785132098)	(38, 0.22188549374397493)	(40, 0.23187981232250204)	(42, 0.24229714624551568)	(44, 0.25216363051664303)	(46, 0.26234853842620254)	(48, 0.27269846880531445)	(50, 0.28307861456617545)	(52, 0.2937214017222396)	(54, 0.3043386220168237)	(56, 0.31690589656428797)	(58, 1.1760593582569014)	(60, 1.190981108320656)	(62, 1.2023978741015222)	(64, 1.2128570447069578)	(66, 1.2240576542953119)	(68, 1.2346074710459942)	(70, 1.2453966865905344)	(72, 1.2559697459425623)	(74, 1.2661871934940054)	(76, 1.2761327026097071)	(78, 1.2862827466172486)	(80, 1.2964583574862698)	(82, 1.3067432085816146)	(84, 1.316842118866196)	(86, 1.327136267002079)	(88, 1.3373583630737913)	(90, 1.347536298202947)	(92, 1.3574515919369)	(94, 1.367527259620136)	(96, 1.3776261699047174)	(98, 1.3878552387568333)	(100, 1.39856078093653)	(102, 1.4092384319946123)	(104, 1.4195418771710333)	(106, 1.4296965696988437)	(108, 1.440090661020512)	(110, 1.450359242294915)	(112, 1.4607928460388704)	(114, 1.471261313684844)
20150415.B-CAMA_reseq_23_R1 - illumina_universal_adapter	(1, 0.00037875481206847906)	(2, 0.00039700805602358645)	(3, 0.0004243879219562476)	(4, 0.0004563310988776856)	(5, 0.0006981865812828589)	(6, 0.0007118765142491895)	(7, 0.0008442125329237184)	(8, 0.0009172255087441481)	(9, 0.0009491686856655861)	(10, 0.001359866674655503)	(12, 0.0016405103004652798)	(14, 0.0019462521367133291)	(16, 0.002042081667477643)	(18, 0.0021333478872531805)	(20, 0.00220636086307361)	(22, 0.0022793738388940396)	(24, 0.0023797666806471304)	(26, 0.0025828340196477)	(28, 0.00304829174050294)	(30, 0.012250208349371471)	(32, 0.013418415962498344)	(34, 0.015382921343166782)	(36, 0.018497381093006984)	(38, 0.022919229441131762)	(40, 0.029011249611148864)	(42, 0.03675062504811441)	(44, 0.046208087072354444)	(46, 0.0583419309915121)	(48, 0.07257261631001273)	(50, 0.08908267546740739)	(52, 0.10819154023291049)	(54, 0.12992659047245464)	(56, 0.15470536914151298)	(58, 0.18198027892143226)	(60, 0.21242440818305702)	(62, 0.2469983338895249)	(64, 0.2848144920535187)	(66, 0.3263908184722646)	(68, 0.3711044211957947)	(70, 0.41911729776421036)	(72, 0.4709222857642996)	(74, 0.527263204887233)	(76, 0.5868760179891195)	(78, 0.6508582013627597)	(80, 0.7182240798345781)	(82, 0.7906803317143771)	(84, 0.8664974621374102)	(86, 0.9472954465046932)	(88, 1.0325426590860336)	(90, 1.1225060535742748)	(92, 1.217719537355104)	(94, 1.3184318108774091)	(96, 1.4240131372247395)	(98, 1.5340368468196437)	(100, 1.648448179930257)	(102, 1.7697227327679907)	(104, 1.8977121977257096)	(106, 2.030648291795263)	(108, 2.1682754695612783)	(110, 2.3141485502840133)	(112, 2.466601925452565)	(114, 2.626361161514149)
20150415.B-CAMA_reseq_23_R1 - polya	(1, 0.0016656085109035524)	(2, 0.00586385462057826)	(3, 0.009765485515982471)	(4, 0.013840522228960204)	(5, 0.018038768338634912)	(6, 0.02235566053401782)	(7, 0.026859648479940573)	(8, 0.03095750174786219)	(9, 0.035210507589402223)	(10, 0.04116334677426163)	(12, 0.04851940408816992)	(14, 0.05533470904990816)	(16, 0.06163892318090339)	(18, 0.06754384760038062)	(20, 0.07354003823963343)	(22, 0.07885401388606407)	(24, 0.08420905933139372)	(26, 0.0897124123838586)	(28, 0.09494653008798565)	(30, 0.09997986210860653)	(32, 0.10512727690394683)	(34, 0.11032032480917488)	(36, 0.11521447584463806)	(38, 0.1202341179322926)	(40, 0.12552527702377936)	(42, 0.1304855960685798)	(44, 0.13544135180239147)	(46, 0.14034462945983223)	(48, 0.14543956617880155)	(50, 0.1505185313093102)	(52, 0.15559065147333567)	(54, 0.16066048998186677)	(56, 0.16548390969700388)	(58, 0.17014305021654508)	(60, 0.17736677151177885)	(62, 0.18987252527652182)	(64, 0.24449763946767517)	(66, 6.41897912070747)	(68, 6.4407164526025085)	(70, 6.453851943283703)	(72, 6.459088342643325)	(74, 6.464133082941418)	(76, 6.469741392146624)	(78, 6.4751808588452455)	(80, 6.480634015476834)	(82, 6.485776866961185)	(84, 6.490650483097199)	(86, 6.495672406840349)	(88, 6.500623599263172)	(90, 6.505848590345321)	(92, 6.511164847647246)	(94, 6.516777720163441)	(96, 6.53060683411493)	(98, 6.537759824089838)	(100, 6.545834602884478)	(102, 6.555942336724619)	(104, 6.566040943942782)	(106, 6.577006580248813)	(108, 6.589108480991049)	(110, 6.602679767871671)	(112, 6.618562371768109)	(114, 6.636350158002362)
20150415.B-CAMA_reseq_23_R2 - illumina_universal_adapter	(1, 0.001232093966969751)	(2, 0.0012594738329024123)	(3, 0.0012914170098238503)	(4, 0.0013233601867452883)	(5, 0.0015652156691504616)	(6, 0.0015743422911280154)	(7, 0.0016975516878249904)	(8, 0.0018253243955107423)	(9, 0.0018663941944097341)	(10, 0.002309035360321089)	(12, 0.002724296660299783)	(14, 0.0031053331278626506)	(16, 0.003196599347638188)	(18, 0.003290147222908113)	(20, 0.0033654418542229314)	(22, 0.0034521447630096918)	(24, 0.0035571009157515593)	(26, 0.0038194912976062282)	(28, 0.004440101592079881)	(30, 0.013598666746555032)	(32, 0.014791972570120179)	(34, 0.016790702783204443)	(36, 0.019948513987438025)	(38, 0.024415995445450568)	(40, 0.030583310246782493)	(42, 0.038361473827152645)	(44, 0.04786456896128044)	(46, 0.060105650688674364)	(48, 0.07437968746156837)	(50, 0.09096047793928907)	(52, 0.11036595791906265)	(54, 0.13239306006188853)	(56, 0.15755515685400412)	(58, 0.1855761679805884)	(60, 0.21648119165207969)	(62, 0.2507197140008724)	(64, 0.2895557721708578)	(66, 0.33218166011702244)	(68, 0.3766921955015519)	(70, 0.4245385112188772)	(72, 0.47597387102887556)	(74, 0.5322235239320334)	(76, 0.5914872437432785)	(78, 0.6550313492619962)	(80, 0.7220275995437236)	(82, 0.7944633165240731)	(84, 0.8704310362097358)	(86, 0.9514891293033791)	(88, 1.0367774116836186)	(90, 1.1265263305553872)	(92, 1.2210005579560346)	(94, 1.32133863997726)	(96, 1.4258316166537668)	(98, 1.5350453385481635)	(100, 1.6493334622620797)	(102, 1.770557818678937)	(104, 1.8987845758080724)	(106, 2.0326561486303243)	(108, 2.170926753245758)	(110, 2.3169481415756286)	(112, 2.4695589509732927)	(114, 2.629512127751899)
20150415.B-CAMA_reseq_23_R2 - polya	(1, 0.005553549473341433)	(2, 0.012882226921317064)	(3, 0.019530971031964942)	(4, 0.026275544673377137)	(5, 0.0334399429257568)	(6, 0.03978750851114541)	(7, 0.04589778192511762)	(8, 0.05153347099625703)	(9, 0.05722391979926177)	(10, 0.06533748673730702)	(12, 0.07521933668350331)	(14, 0.08481826134839543)	(16, 0.094049839478691)	(18, 0.1027452285678053)	(20, 0.11154785546515586)	(22, 0.120154259989989)	(24, 0.1279849016467301)	(26, 0.13631978916773102)	(28, 0.14453831225851815)	(30, 0.152649597541069)	(32, 0.16078598103405814)	(34, 0.16883566161826052)	(36, 0.17725953370354258)	(38, 0.18593666954870178)	(40, 0.19403426489828632)	(42, 0.20262469783465875)	(44, 0.21092536052324384)	(46, 0.219132475336559)	(48, 0.22750843265645893)	(50, 0.23545087543242504)	(52, 0.24505892671929472)	(54, 0.2554587124627172)	(56, 0.2816840607152178)	(58, 5.919554394507271)	(60, 5.960156454029912)	(62, 5.975188000426943)	(64, 5.984928387732488)	(66, 5.9977718265104)	(68, 6.00782708227417)	(70, 6.020745815683398)	(72, 6.029772044819198)	(74, 6.038294028090739)	(76, 6.046781786529864)	(78, 6.054995746309661)	(80, 6.063451561571865)	(82, 6.071590226720349)	(84, 6.080039197016069)	(86, 6.088650164851892)	(88, 6.103346307891247)	(90, 6.1120713585017885)	(92, 6.121328034842522)	(94, 6.131520189935955)	(96, 6.142834919532628)	(98, 6.15549126256)	(100, 6.169664906491141)	(102, 6.184967969892004)	(104, 6.202374719658694)	(106, 6.221447077936286)	(108, 6.241947752553367)	(110, 6.2647369276313185)	(112, 6.289203119497645)	(114, 6.317714686555523)
20150415.B-CAMA_reseq_24_R1 - illumina_universal_adapter	(1, 0.00041527957931387606)	(2, 0.000439998601892083)	(3, 0.0004647176244702899)	(4, 0.0005042680605954209)	(5, 0.000791008722502621)	(6, 0.000815727745080828)	(7, 0.0009541542715187866)	(8, 0.001062917970862897)	(9, 0.0010975246024723868)	(10, 0.0017476348962792284)	(12, 0.002143139257530539)	(14, 0.0025633626413600567)	(16, 0.0026647106339307046)	(18, 0.0027314519948918635)	(20, 0.002798193355853022)	(22, 0.0028847099348767464)	(24, 0.0030429116793772703)	(26, 0.00329257380741716)	(28, 0.004014369266700802)	(30, 0.017740842504379097)	(32, 0.019542859250330384)	(34, 0.022521501471004315)	(36, 0.027208228151832346)	(38, 0.03366978065377563)	(40, 0.04228188812002292)	(42, 0.05346971773891937)	(44, 0.06769551523267744)	(46, 0.08555995284994758)	(48, 0.10663044769561114)	(50, 0.13226160220695388)	(52, 0.16242128165462413)	(54, 0.19746296806149025)	(56, 0.23785385095428033)	(58, 0.2844887589503255)	(60, 0.33783488157635383)	(62, 0.39819626281007725)	(64, 0.46556548694472233)	(66, 0.5398585093035233)	(68, 0.6236016139939726)	(70, 0.7162534544216077)	(72, 0.8179450414060931)	(74, 0.9297541243318386)	(76, 1.0510132895892328)	(78, 1.1834924191948748)	(80, 1.3262892688246604)	(82, 1.4814060793074244)	(84, 1.6477181351158583)	(86, 1.824854650911289)	(88, 2.01268708777631)	(90, 2.214905995781847)	(92, 2.4307154224008825)	(94, 2.6583380699100427)	(96, 2.899284270588857)	(98, 3.150071114156055)	(100, 3.4144954424796503)	(102, 3.690569846144354)	(104, 3.9784896054285346)	(106, 4.278348652617989)	(108, 4.5913384446009875)	(110, 4.915899211052844)	(112, 5.253214993155056)	(114, 5.6043190460513905)
20150415.B-CAMA_reseq_24_R1 - polya	(1, 0.0014287595050203592)	(2, 0.004419761236983395)	(3, 0.007583796126993879)	(4, 0.010930751784083094)	(5, 0.014579279516626435)	(6, 0.018227807249169774)	(7, 0.021767571282369003)	(8, 0.025070032698817447)	(9, 0.028357662701718966)	(10, 0.03290101905159339)	(12, 0.038752011695854974)	(14, 0.04416300573822446)	(16, 0.049148832592248795)	(18, 0.053813312152756435)	(20, 0.058443185081654594)	(22, 0.06274676691252042)	(24, 0.0671269777133787)	(26, 0.07129213301780654)	(28, 0.07526695184838222)	(30, 0.07917750122025455)	(32, 0.08297681499052495)	(34, 0.0872828687236486)	(36, 0.09129229418583376)	(38, 0.09541542715187867)	(40, 0.09953114441115013)	(42, 0.10344416568528027)	(44, 0.10735965886166825)	(46, 0.11136661242159558)	(48, 0.11537850978603857)	(50, 0.1193360253008095)	(52, 0.12335533837202593)	(54, 0.12737959524775802)	(56, 0.1313074479354351)	(58, 0.13506721126958038)	(60, 0.14151640426023454)	(62, 0.1549857996630995)	(64, 0.21800941962849582)	(66, 8.048078696666794)	(68, 8.073667828839753)	(70, 8.086682394227179)	(72, 8.091134290193514)	(74, 8.094985513911197)	(76, 8.09962280254687)	(78, 8.104168630799002)	(80, 8.108489515945674)	(82, 8.112753547340414)	(84, 8.116884096013232)	(86, 8.120928128107026)	(88, 8.124841149381156)	(90, 8.128675069783036)	(92, 8.132956404493584)	(94, 8.138125152114686)	(96, 8.15511206443043)	(98, 8.162826871377089)	(100, 8.173233579882513)	(102, 8.188411059745532)	(104, 8.20318067573601)	(106, 8.216091421228608)	(108, 8.229805534954998)	(110, 8.245269755479924)	(112, 8.263502506533609)	(114, 8.284884461063758)
20150415.B-CAMA_reseq_24_R2 - illumina_universal_adapter	(1, 0.0017155001669275595)	(2, 0.0017451629940214077)	(3, 0.001799544843693463)	(4, 0.001839095279818594)	(5, 0.0021159483326945116)	(6, 0.002150554964304001)	(7, 0.0022840376862263184)	(8, 0.002457070844273767)	(9, 0.0024916774758832563)	(10, 0.0032085291306512566)	(12, 0.003747403822856167)	(14, 0.004244256176678126)	(16, 0.004350547973764416)	(18, 0.004414817432467754)	(20, 0.004476614988913271)	(22, 0.004560659665679175)	(24, 0.004748524237273547)	(26, 0.0050822310420793404)	(28, 0.005927621614254017)	(30, 0.019409376528408066)	(32, 0.021236112296937556)	(34, 0.024266664465025723)	(36, 0.028990469679721062)	(38, 0.03549157261778948)	(40, 0.04414570242241972)	(42, 0.05525690307132372)	(44, 0.06950989148991782)	(46, 0.08753500275394631)	(48, 0.10861538520864115)	(50, 0.1343997976599688)	(52, 0.1648437458672884)	(54, 0.20026116141734326)	(56, 0.24129473889716674)	(58, 0.28924964269888814)	(60, 0.34357958242352915)	(62, 0.4036715263111501)	(64, 0.4729762499136688)	(66, 0.5492393783719527)	(68, 0.6326883266937214)	(70, 0.7249669098804257)	(72, 0.8259688361349791)	(74, 0.9373552237746372)	(76, 1.0580730424375684)	(78, 1.1897932980500596)	(80, 1.3326420576272597)	(82, 1.4872471843426547)	(84, 1.6535295773239946)	(86, 1.83104676606713)	(88, 2.01902751706762)	(90, 2.2207322694035305)	(92, 2.4349992290136857)	(94, 2.661591093281335)	(96, 2.9006017944922755)	(98, 3.1503603267202203)	(100, 3.414735216998659)	(102, 3.6915536632429666)	(104, 3.980912069641199)	(106, 4.282815379997871)	(108, 4.59702876359849)	(110, 4.92240278589317)	(112, 5.260566430469814)	(114, 5.612886659276997)
20150415.B-CAMA_reseq_24_R2 - polya	(1, 0.005314589854314485)	(2, 0.012038163995586765)	(3, 0.01778286484276205)	(4, 0.02382419396087582)	(5, 0.030117657109287297)	(6, 0.03593157121968156)	(7, 0.04155267695396581)	(8, 0.04664973940959208)	(9, 0.05198904828648477)	(10, 0.059253969022219785)	(12, 0.06780427893202155)	(14, 0.07597638779637675)	(16, 0.08355276821659717)	(18, 0.09107229488488772)	(20, 0.09843609171093555)	(22, 0.10549337265701363)	(24, 0.11256795691889644)	(26, 0.1197191701507717)	(28, 0.12648723853268476)	(30, 0.13365328317810693)	(32, 0.14095033864319362)	(34, 0.14812627089764707)	(36, 0.15516872043017824)	(38, 0.16258937100815596)	(40, 0.16961698912714018)	(42, 0.17683988752449223)	(44, 0.18408997684668033)	(46, 0.1912955719282276)	(48, 0.19827622390431326)	(50, 0.2051060898426718)	(52, 0.21408156694081876)	(54, 0.22365030058084265)	(56, 0.2551077287138688)	(58, 7.930828956871585)	(60, 7.981616660660768)	(62, 7.998012788336893)	(64, 8.006975905923749)	(66, 8.020467548446936)	(68, 8.03019448383146)	(70, 8.044294214310069)	(72, 8.05264182823473)	(74, 8.060455511271702)	(76, 8.067848970924842)	(78, 8.074935914698015)	(80, 8.081755893027342)	(82, 8.088818117777937)	(84, 8.095860567310467)	(86, 8.103375150174243)	(88, 8.119808356384233)	(90, 8.127980465248589)	(92, 8.136693920707408)	(94, 8.146907820836724)	(96, 8.158384863019783)	(98, 8.171461225963654)	(100, 8.186885896052456)	(102, 8.204540221977812)	(104, 8.224802404785168)	(106, 8.247791095782901)	(108, 8.274089663903855)	(110, 8.303707996757062)	(112, 8.337461822087604)	(114, 8.377227313709165)
20150415.B-CAMA_reseq_25_R1 - polya	(1, 0.001720913803262774)	(2, 0.006318212106264756)	(3, 0.011117103169077519)	(4, 0.01565539871311049)	(5, 0.020385453223792746)	(6, 0.0248057432498877)	(7, 0.029250617758886405)	(8, 0.03371024295762737)	(9, 0.03840096229566361)	(10, 0.0453755800954586)	(12, 0.05406865325022598)	(14, 0.06259701036953821)	(16, 0.07067301300342138)	(18, 0.07802623183993418)	(20, 0.0853671584349951)	(22, 0.09270808503005601)	(24, 0.10010309748750518)	(26, 0.10708509063217128)	(28, 0.11383598963754211)	(30, 0.12069014347110871)	(32, 0.12753200506322343)	(34, 0.13410835423997758)	(36, 0.1407805829000564)	(38, 0.14775028380327065)	(40, 0.15455035177444898)	(42, 0.16151267733279207)	(44, 0.16831028685568003)	(46, 0.17521360965505411)	(48, 0.18241686314585404)	(50, 0.18930051835890513)	(52, 0.19626284391724824)	(54, 0.20324483706191435)	(56, 0.21007440641257719)	(58, 0.21743991749054187)	(60, 0.22547412650348864)	(62, 0.23677315484605393)	(64, 1.1389179641373364)	(66, 1.1504972555850044)	(68, 1.1579242278702284)	(70, 1.1662067401605032)	(72, 1.1738254714123766)	(74, 1.1811270628347916)	(76, 1.1885122414990792)	(78, 1.1956540337826196)	(80, 1.2030195448605843)	(82, 1.2103162193864185)	(84, 1.2180259132250357)	(86, 1.225774942236299)	(88, 1.2335215127992718)	(90, 1.2415311373293147)	(92, 1.2496317244461017)	(94, 1.258605060705972)	(96, 1.2678758692089775)	(98, 1.277820292543546)	(100, 1.2878778044994719)	(102, 1.2976894716263598)	(104, 1.3073880501318906)	(106, 1.3162384639772422)	(108, 1.3252560523063392)	(110, 1.334344935635857)	(112, 1.343278936723081)	(114, 1.3529750567803216)
20150415.B-CAMA_reseq_25_R2 - polya	(1, 0.0054921734806986245)	(2, 0.01495228250206313)	(3, 0.022961907032106155)	(4, 0.030371670179297584)	(5, 0.03831737505379085)	(6, 0.04567796923517477)	(7, 0.053136901348173705)	(8, 0.05998613828515955)	(9, 0.06697796522298716)	(10, 0.07700105890284764)	(12, 0.08885323811074738)	(14, 0.10015472490160307)	(16, 0.1116110939347524)	(18, 0.12261265003418226)	(20, 0.1333265676836382)	(22, 0.14380939119379887)	(24, 0.15417175073773115)	(26, 0.16490533597351012)	(28, 0.17529473844863652)	(30, 0.18550221575027515)	(32, 0.1960366666745337)	(34, 0.20656128380563077)	(36, 0.2171055685230508)	(38, 0.22743842668749858)	(40, 0.23769998985152546)	(42, 0.24804022336084436)	(44, 0.25796743755738016)	(46, 0.26857564193035)	(48, 0.2790142133712839)	(50, 0.28930281946650493)	(52, 0.3000708229783491)	(54, 0.3109519151115506)	(56, 0.3237653476009872)	(58, 1.1267806049277531)	(60, 1.1410592725982533)	(62, 1.1523558424925282)	(64, 1.1626862422086857)	(66, 1.1737566348602462)	(68, 1.1844238419921849)	(70, 1.1952582236078693)	(72, 1.2054583255646367)	(74, 1.2156879289008886)	(76, 1.2260920820657573)	(78, 1.2362380981601366)	(80, 1.246895471498914)	(82, 1.2573143753535247)	(84, 1.26795699800256)	(86, 1.2783070653050403)	(88, 1.2888341408844277)	(90, 1.299098162496745)	(92, 1.3092540123842857)	(94, 1.319604079686766)	(96, 1.329944313196085)	(98, 1.3404640134306014)	(100, 1.3512836443565432)	(102, 1.3623319109734904)	(104, 1.372898321725524)	(106, 1.3833811452356846)	(108, 1.3940237678847196)	(110, 1.4045754279470106)	(112, 1.4148173235247148)	(114, 1.4255607425536552)
20150415.B-CAMA_reseq_26_R1 - polya	(1, 0.0018782429264357428)	(2, 0.006479696676804028)	(3, 0.01118254657487193)	(4, 0.015735716445383255)	(5, 0.020448223119422546)	(6, 0.025107617525619186)	(7, 0.029680100948073294)	(8, 0.03455677281362625)	(9, 0.03886369489686708)	(10, 0.045220267680035856)	(12, 0.05322573496031982)	(14, 0.06098978284131899)	(16, 0.06804405768842084)	(18, 0.07464687825886013)	(20, 0.08108553363778573)	(22, 0.08711860442591288)	(24, 0.09310339133418308)	(26, 0.09909300663043896)	(28, 0.10498846836097377)	(30, 0.11077770555582327)	(32, 0.11659591307858694)	(34, 0.12238032188545074)	(36, 0.12791365451705836)	(38, 0.13364736525007237)	(40, 0.13940763211700768)	(42, 0.14524032480372845)	(44, 0.15120338396606298)	(46, 0.15700469213087676)	(48, 0.16294602354727566)	(50, 0.16894529561950294)	(52, 0.17485041412600916)	(54, 0.18083278684028647)	(56, 0.18656408337930763)	(58, 0.19337935302111753)	(60, 0.20110960218621682)	(62, 0.23248929570525512)	(64, 2.455751928240884)	(66, 2.4690662081114407)	(68, 2.4749640840359683)	(70, 2.48211975503077)	(72, 2.4877786257500056)	(74, 2.4934109403353197)	(76, 2.499205005918155)	(78, 2.5051632366925043)	(80, 2.511070769393003)	(82, 2.517000029839438)	(84, 2.5228930773759797)	(86, 2.528711284898743)	(88, 2.5347009001949994)	(90, 2.5409560768304686)	(92, 2.5468756805009316)	(94, 2.5530077332427656)	(96, 2.5590335614489144)	(98, 2.566114392429937)	(100, 2.573904996444858)	(102, 2.5805802428350826)	(104, 2.5867509226808023)	(106, 2.592936087690479)	(108, 2.5990391701043984)	(110, 2.604934631834933)	(112, 2.6110473710248243)	(114, 2.617770901294906)
20150415.B-CAMA_reseq_26_R2 - polya	(1, 0.004162070443669949)	(2, 0.011308084662500025)	(3, 0.017811923279232533)	(4, 0.023857065037323922)	(5, 0.030138797806714416)	(6, 0.03649295639589035)	(7, 0.04307887760837969)	(8, 0.04890191351912906)	(9, 0.0545221571344792)	(10, 0.06270627477023391)	(12, 0.07259964175292502)	(14, 0.08177116473175455)	(16, 0.09062884249151387)	(18, 0.09959515898095134)	(20, 0.10813657732764756)	(22, 0.1167745634340577)	(24, 0.1254463482563677)	(26, 0.1339370685292141)	(28, 0.1422853513564825)	(30, 0.15046705479824435)	(32, 0.15870428470184172)	(34, 0.16705498172310296)	(36, 0.17517874450903648)	(38, 0.18328560793702003)	(40, 0.19157353591446724)	(42, 0.19978662387813612)	(44, 0.2080335105577049)	(46, 0.21633109531112343)	(48, 0.2247131768542917)	(50, 0.23296972030983187)	(52, 0.24218469878053267)	(54, 0.25124758302968403)	(56, 0.26534406175392355)	(58, 2.3560095034263693)	(60, 2.3747895184967334)	(62, 2.385168138471987)	(64, 2.3934850367773484)	(66, 2.4031587121066904)	(68, 2.4119101653307644)	(70, 2.421827674253384)	(72, 2.4304463468078517)	(74, 2.43872703220332)	(76, 2.447075315030588)	(78, 2.4555056804536135)	(80, 2.463706697447318)	(82, 2.471902886053037)	(84, 2.48019564241847)	(86, 2.4885028839478602)	(88, 2.496872894521064)	(90, 2.5050811540967475)	(92, 2.512951426513432)	(94, 2.5211669286710934)	(96, 2.529092727549614)	(98, 2.537520678778646)	(100, 2.546093481647249)	(102, 2.5542534573430755)	(104, 2.5625920833943723)	(106, 2.570730331344263)	(108, 2.5789313483379672)	(110, 2.587006827244044)	(112, 2.5950533358222065)	(114, 2.6034257605894036)
