Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
KTP-7_S19_R1_001	(2.0, 7.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 1.0)	(14.0, 2.0)	(15.0, 21.0)	(16.0, 84.0)	(17.0, 294.0)	(18.0, 714.0)	(19.0, 1617.0)	(20.0, 3306.0)	(21.0, 6210.0)	(22.0, 10578.0)	(23.0, 16746.0)	(24.0, 25798.0)	(25.0, 37337.0)	(26.0, 51923.0)	(27.0, 69175.0)	(28.0, 88894.0)	(29.0, 111522.0)	(30.0, 136516.0)	(31.0, 165227.0)	(32.0, 199892.0)	(33.0, 242321.0)	(34.0, 299547.0)	(35.0, 380903.0)	(36.0, 512042.0)	(37.0, 763998.0)	(38.0, 1327231.0)	(39.0, 2865446.0)	(40.0, 3665063.0)
KTP-7_S19_R2_001	(2.0, 9.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 32.0)	(12.0, 246.0)	(13.0, 1088.0)	(14.0, 3326.0)	(15.0, 8847.0)	(16.0, 18253.0)	(17.0, 29029.0)	(18.0, 39278.0)	(19.0, 49995.0)	(20.0, 62810.0)	(21.0, 76888.0)	(22.0, 92654.0)	(23.0, 111955.0)	(24.0, 134172.0)	(25.0, 159450.0)	(26.0, 190272.0)	(27.0, 226696.0)	(28.0, 271018.0)	(29.0, 322103.0)	(30.0, 387423.0)	(31.0, 468475.0)	(32.0, 566736.0)	(33.0, 683274.0)	(34.0, 819215.0)	(35.0, 974136.0)	(36.0, 1142804.0)	(37.0, 1317744.0)	(38.0, 1414905.0)	(39.0, 1104594.0)	(40.0, 304991.0)
KTP-8_S20_R1_001	(2.0, 22.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 15.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 18.0)	(16.0, 75.0)	(17.0, 286.0)	(18.0, 787.0)	(19.0, 2111.0)	(20.0, 4997.0)	(21.0, 9728.0)	(22.0, 17707.0)	(23.0, 28963.0)	(24.0, 44632.0)	(25.0, 65047.0)	(26.0, 90521.0)	(27.0, 121611.0)	(28.0, 157016.0)	(29.0, 196892.0)	(30.0, 242982.0)	(31.0, 294161.0)	(32.0, 354818.0)	(33.0, 429445.0)	(34.0, 522996.0)	(35.0, 650973.0)	(36.0, 850080.0)	(37.0, 1215760.0)	(38.0, 2077567.0)	(39.0, 5016262.0)	(40.0, 7895445.0)
KTP-8_S20_R2_001	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 75.0)	(12.0, 783.0)	(13.0, 3271.0)	(14.0, 9140.0)	(15.0, 24852.0)	(16.0, 52461.0)	(17.0, 79947.0)	(18.0, 98747.0)	(19.0, 115903.0)	(20.0, 135790.0)	(21.0, 160199.0)	(22.0, 187349.0)	(23.0, 219583.0)	(24.0, 257608.0)	(25.0, 299750.0)	(26.0, 349806.0)	(27.0, 408199.0)	(28.0, 477956.0)	(29.0, 562994.0)	(30.0, 666193.0)	(31.0, 796819.0)	(32.0, 955685.0)	(33.0, 1160362.0)	(34.0, 1419648.0)	(35.0, 1745835.0)	(36.0, 2148179.0)	(37.0, 2570327.0)	(38.0, 2783629.0)	(39.0, 2108024.0)	(40.0, 491781.0)
KTP-9_S21_R1_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 1.0)	(14.0, 5.0)	(15.0, 16.0)	(16.0, 93.0)	(17.0, 373.0)	(18.0, 820.0)	(19.0, 1913.0)	(20.0, 4164.0)	(21.0, 7763.0)	(22.0, 13422.0)	(23.0, 22048.0)	(24.0, 33148.0)	(25.0, 48857.0)	(26.0, 67575.0)	(27.0, 89895.0)	(28.0, 116552.0)	(29.0, 146916.0)	(30.0, 179840.0)	(31.0, 218834.0)	(32.0, 262176.0)	(33.0, 318234.0)	(34.0, 389213.0)	(35.0, 490637.0)	(36.0, 653147.0)	(37.0, 957265.0)	(38.0, 1667564.0)	(39.0, 3915079.0)	(40.0, 5892036.0)
KTP-9_S21_R2_001	(2.0, 13.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 43.0)	(12.0, 338.0)	(13.0, 1237.0)	(14.0, 3949.0)	(15.0, 11420.0)	(16.0, 24531.0)	(17.0, 39306.0)	(18.0, 52684.0)	(19.0, 65537.0)	(20.0, 81313.0)	(21.0, 99712.0)	(22.0, 120261.0)	(23.0, 144488.0)	(24.0, 171975.0)	(25.0, 205206.0)	(26.0, 242987.0)	(27.0, 290349.0)	(28.0, 345021.0)	(29.0, 412700.0)	(30.0, 499725.0)	(31.0, 604780.0)	(32.0, 739601.0)	(33.0, 905514.0)	(34.0, 1110175.0)	(35.0, 1357395.0)	(36.0, 1653166.0)	(37.0, 1984401.0)	(38.0, 2196466.0)	(39.0, 1730238.0)	(40.0, 403074.0)
STP-1_S46_R1_001	(2.0, 6.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 1.0)	(14.0, 10.0)	(15.0, 61.0)	(16.0, 265.0)	(17.0, 807.0)	(18.0, 1664.0)	(19.0, 2884.0)	(20.0, 5062.0)	(21.0, 8261.0)	(22.0, 13189.0)	(23.0, 19923.0)	(24.0, 29131.0)	(25.0, 40895.0)	(26.0, 55119.0)	(27.0, 72492.0)	(28.0, 92559.0)	(29.0, 115020.0)	(30.0, 139732.0)	(31.0, 169943.0)	(32.0, 202371.0)	(33.0, 242284.0)	(34.0, 293120.0)	(35.0, 361072.0)	(36.0, 464294.0)	(37.0, 651603.0)	(38.0, 1091521.0)	(39.0, 2676757.0)	(40.0, 4431936.0)
STP-1_S46_R2_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 45.0)	(12.0, 551.0)	(13.0, 2200.0)	(14.0, 6209.0)	(15.0, 15908.0)	(16.0, 33416.0)	(17.0, 49840.0)	(18.0, 60443.0)	(19.0, 68940.0)	(20.0, 79810.0)	(21.0, 92543.0)	(22.0, 107543.0)	(23.0, 124668.0)	(24.0, 143926.0)	(25.0, 166347.0)	(26.0, 190744.0)	(27.0, 222840.0)	(28.0, 258688.0)	(29.0, 302803.0)	(30.0, 356625.0)	(31.0, 419943.0)	(32.0, 501126.0)	(33.0, 606383.0)	(34.0, 744448.0)	(35.0, 929361.0)	(36.0, 1163013.0)	(37.0, 1433017.0)	(38.0, 1589733.0)	(39.0, 1230307.0)	(40.0, 280552.0)
STP-2_S47_R1_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 2.0)	(14.0, 3.0)	(15.0, 14.0)	(16.0, 44.0)	(17.0, 163.0)	(18.0, 425.0)	(19.0, 1172.0)	(20.0, 2801.0)	(21.0, 5670.0)	(22.0, 10446.0)	(23.0, 16903.0)	(24.0, 26534.0)	(25.0, 39702.0)	(26.0, 55980.0)	(27.0, 75509.0)	(28.0, 98016.0)	(29.0, 123881.0)	(30.0, 152963.0)	(31.0, 185516.0)	(32.0, 223873.0)	(33.0, 270187.0)	(34.0, 330599.0)	(35.0, 413444.0)	(36.0, 546732.0)	(37.0, 793793.0)	(38.0, 1389843.0)	(39.0, 3437832.0)	(40.0, 5555176.0)
STP-2_S47_R2_001	(2.0, 5.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.0)	(11.0, 21.0)	(12.0, 298.0)	(13.0, 1132.0)	(14.0, 3421.0)	(15.0, 9073.0)	(16.0, 19447.0)	(17.0, 31308.0)	(18.0, 41354.0)	(19.0, 51165.0)	(20.0, 63066.0)	(21.0, 76829.0)	(22.0, 92442.0)	(23.0, 110872.0)	(24.0, 132403.0)	(25.0, 157994.0)	(26.0, 186780.0)	(27.0, 221830.0)	(28.0, 265100.0)	(29.0, 316050.0)	(30.0, 379350.0)	(31.0, 460407.0)	(32.0, 565846.0)	(33.0, 703711.0)	(34.0, 888864.0)	(35.0, 1137779.0)	(36.0, 1463160.0)	(37.0, 1867179.0)	(38.0, 2162011.0)	(39.0, 1790430.0)	(40.0, 557910.0)
STP-3_S48_R1_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 7.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 22.0)	(16.0, 81.0)	(17.0, 287.0)	(18.0, 695.0)	(19.0, 1686.0)	(20.0, 3416.0)	(21.0, 6527.0)	(22.0, 11336.0)	(23.0, 18366.0)	(24.0, 28100.0)	(25.0, 41435.0)	(26.0, 58023.0)	(27.0, 77256.0)	(28.0, 100109.0)	(29.0, 126906.0)	(30.0, 155780.0)	(31.0, 189058.0)	(32.0, 227594.0)	(33.0, 274295.0)	(34.0, 333259.0)	(35.0, 414354.0)	(36.0, 541932.0)	(37.0, 777764.0)	(38.0, 1347691.0)	(39.0, 3432925.0)	(40.0, 6007656.0)
STP-3_S48_R2_001	(2.0, 13.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 19.0)	(12.0, 244.0)	(13.0, 935.0)	(14.0, 2935.0)	(15.0, 8720.0)	(16.0, 19738.0)	(17.0, 31967.0)	(18.0, 42723.0)	(19.0, 52999.0)	(20.0, 64620.0)	(21.0, 78710.0)	(22.0, 95107.0)	(23.0, 113622.0)	(24.0, 135601.0)	(25.0, 160492.0)	(26.0, 190432.0)	(27.0, 225227.0)	(28.0, 267200.0)	(29.0, 319704.0)	(30.0, 384556.0)	(31.0, 467364.0)	(32.0, 573305.0)	(33.0, 715535.0)	(34.0, 907546.0)	(35.0, 1169497.0)	(36.0, 1525639.0)	(37.0, 1959585.0)	(38.0, 2300031.0)	(39.0, 1898011.0)	(40.0, 464496.0)
WBP-1_S5_R1_001	(2.0, 8.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 9.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 8.0)	(16.0, 28.0)	(17.0, 129.0)	(18.0, 368.0)	(19.0, 964.0)	(20.0, 2210.0)	(21.0, 4510.0)	(22.0, 8188.0)	(23.0, 13500.0)	(24.0, 20728.0)	(25.0, 30859.0)	(26.0, 43793.0)	(27.0, 59635.0)	(28.0, 77547.0)	(29.0, 97864.0)	(30.0, 120904.0)	(31.0, 147020.0)	(32.0, 178135.0)	(33.0, 214146.0)	(34.0, 261504.0)	(35.0, 328449.0)	(36.0, 431445.0)	(37.0, 628838.0)	(38.0, 1111265.0)	(39.0, 2824127.0)	(40.0, 4650078.0)
WBP-1_S5_R2_001	(2.0, 11.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 18.0)	(12.0, 195.0)	(13.0, 849.0)	(14.0, 2534.0)	(15.0, 6957.0)	(16.0, 15348.0)	(17.0, 23980.0)	(18.0, 31753.0)	(19.0, 39350.0)	(20.0, 47976.0)	(21.0, 58502.0)	(22.0, 70498.0)	(23.0, 84558.0)	(24.0, 100442.0)	(25.0, 119892.0)	(26.0, 142513.0)	(27.0, 169575.0)	(28.0, 203253.0)	(29.0, 243278.0)	(30.0, 293117.0)	(31.0, 357956.0)	(32.0, 445819.0)	(33.0, 559529.0)	(34.0, 718701.0)	(35.0, 932206.0)	(36.0, 1216947.0)	(37.0, 1562801.0)	(38.0, 1810580.0)	(39.0, 1507716.0)	(40.0, 489407.0)
WBP-2_S6_R1_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 2.0)	(14.0, 3.0)	(15.0, 9.0)	(16.0, 46.0)	(17.0, 133.0)	(18.0, 364.0)	(19.0, 1059.0)	(20.0, 2537.0)	(21.0, 5181.0)	(22.0, 9407.0)	(23.0, 15263.0)	(24.0, 23955.0)	(25.0, 35202.0)	(26.0, 49467.0)	(27.0, 66913.0)	(28.0, 86562.0)	(29.0, 108927.0)	(30.0, 135339.0)	(31.0, 163462.0)	(32.0, 196590.0)	(33.0, 236183.0)	(34.0, 287214.0)	(35.0, 356491.0)	(36.0, 464323.0)	(37.0, 664168.0)	(38.0, 1150754.0)	(39.0, 2981140.0)	(40.0, 5170610.0)
WBP-2_S6_R2_001	(2.0, 13.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 19.0)	(12.0, 270.0)	(13.0, 940.0)	(14.0, 2908.0)	(15.0, 8267.0)	(16.0, 18599.0)	(17.0, 30169.0)	(18.0, 39113.0)	(19.0, 48254.0)	(20.0, 59027.0)	(21.0, 70963.0)	(22.0, 85419.0)	(23.0, 101259.0)	(24.0, 120293.0)	(25.0, 142680.0)	(26.0, 167696.0)	(27.0, 198290.0)	(28.0, 233488.0)	(29.0, 278128.0)	(30.0, 332757.0)	(31.0, 402942.0)	(32.0, 497095.0)	(33.0, 623606.0)	(34.0, 796132.0)	(35.0, 1037927.0)	(36.0, 1356541.0)	(37.0, 1733412.0)	(38.0, 1966594.0)	(39.0, 1509922.0)	(40.0, 348595.0)
WBP-3_S7_R1_001	(2.0, 11.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 6.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 6.0)	(16.0, 28.0)	(17.0, 116.0)	(18.0, 299.0)	(19.0, 719.0)	(20.0, 1672.0)	(21.0, 3283.0)	(22.0, 5800.0)	(23.0, 9736.0)	(24.0, 15423.0)	(25.0, 22931.0)	(26.0, 32892.0)	(27.0, 45363.0)	(28.0, 60008.0)	(29.0, 75358.0)	(30.0, 94573.0)	(31.0, 115872.0)	(32.0, 139602.0)	(33.0, 169900.0)	(34.0, 206627.0)	(35.0, 257403.0)	(36.0, 339020.0)	(37.0, 490461.0)	(38.0, 862048.0)	(39.0, 2302978.0)	(40.0, 4224128.0)
WBP-3_S7_R2_001	(2.0, 6.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 10.0)	(12.0, 160.0)	(13.0, 458.0)	(14.0, 1542.0)	(15.0, 4405.0)	(16.0, 10026.0)	(17.0, 16319.0)	(18.0, 21717.0)	(19.0, 27601.0)	(20.0, 34360.0)	(21.0, 42481.0)	(22.0, 51434.0)	(23.0, 62287.0)	(24.0, 74514.0)	(25.0, 89445.0)	(26.0, 107686.0)	(27.0, 128425.0)	(28.0, 153905.0)	(29.0, 184316.0)	(30.0, 223396.0)	(31.0, 274861.0)	(32.0, 342115.0)	(33.0, 437833.0)	(34.0, 568868.0)	(35.0, 758459.0)	(36.0, 1018726.0)	(37.0, 1345674.0)	(38.0, 1614722.0)	(39.0, 1414284.0)	(40.0, 466228.0)
WBP-4_S8_R1_001	(2.0, 26.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 15.0)	(13.0, 1.0)	(14.0, 2.0)	(15.0, 24.0)	(16.0, 126.0)	(17.0, 505.0)	(18.0, 1143.0)	(19.0, 2979.0)	(20.0, 7003.0)	(21.0, 13947.0)	(22.0, 24767.0)	(23.0, 40656.0)	(24.0, 62170.0)	(25.0, 90146.0)	(26.0, 125813.0)	(27.0, 168030.0)	(28.0, 217084.0)	(29.0, 273179.0)	(30.0, 337089.0)	(31.0, 408229.0)	(32.0, 492050.0)	(33.0, 593132.0)	(34.0, 715847.0)	(35.0, 884419.0)	(36.0, 1143427.0)	(37.0, 1611812.0)	(38.0, 2724265.0)	(39.0, 6854194.0)	(40.0, 11978551.0)
WBP-4_S8_R2_001	(2.0, 19.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 1.0)	(11.0, 194.0)	(12.0, 1729.0)	(13.0, 5750.0)	(14.0, 15100.0)	(15.0, 37815.0)	(16.0, 77853.0)	(17.0, 116331.0)	(18.0, 143839.0)	(19.0, 167896.0)	(20.0, 196672.0)	(21.0, 230631.0)	(22.0, 269507.0)	(23.0, 311131.0)	(24.0, 360971.0)	(25.0, 419049.0)	(26.0, 484404.0)	(27.0, 565019.0)	(28.0, 658263.0)	(29.0, 771800.0)	(30.0, 909509.0)	(31.0, 1079382.0)	(32.0, 1297780.0)	(33.0, 1582436.0)	(34.0, 1961964.0)	(35.0, 2456855.0)	(36.0, 3087806.0)	(37.0, 3772110.0)	(38.0, 4103715.0)	(39.0, 3018390.0)	(40.0, 666709.0)
WBP-5_S9_R1_001	(2.0, 23.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 1.0)	(14.0, 8.0)	(15.0, 16.0)	(16.0, 79.0)	(17.0, 257.0)	(18.0, 825.0)	(19.0, 2185.0)	(20.0, 5441.0)	(21.0, 11220.0)	(22.0, 20426.0)	(23.0, 33349.0)	(24.0, 51723.0)	(25.0, 76048.0)	(26.0, 105857.0)	(27.0, 141327.0)	(28.0, 183181.0)	(29.0, 230587.0)	(30.0, 283912.0)	(31.0, 343723.0)	(32.0, 414095.0)	(33.0, 497831.0)	(34.0, 605028.0)	(35.0, 747510.0)	(36.0, 970194.0)	(37.0, 1365745.0)	(38.0, 2316027.0)	(39.0, 5790492.0)	(40.0, 9537621.0)
WBP-5_S9_R2_001	(2.0, 24.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 2.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.0)	(11.0, 56.0)	(12.0, 858.0)	(13.0, 3122.0)	(14.0, 9427.0)	(15.0, 25263.0)	(16.0, 54752.0)	(17.0, 84087.0)	(18.0, 104567.0)	(19.0, 123299.0)	(20.0, 146256.0)	(21.0, 173129.0)	(22.0, 203520.0)	(23.0, 239301.0)	(24.0, 278807.0)	(25.0, 325958.0)	(26.0, 378414.0)	(27.0, 442517.0)	(28.0, 517266.0)	(29.0, 610153.0)	(30.0, 720225.0)	(31.0, 862087.0)	(32.0, 1040869.0)	(33.0, 1279928.0)	(34.0, 1590702.0)	(35.0, 2008923.0)	(36.0, 2546481.0)	(37.0, 3155018.0)	(38.0, 3510184.0)	(39.0, 2698459.0)	(40.0, 601083.0)
WBP-6_S10_R1_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 1.0)	(14.0, 2.0)	(15.0, 23.0)	(16.0, 93.0)	(17.0, 323.0)	(18.0, 860.0)	(19.0, 2380.0)	(20.0, 5869.0)	(21.0, 11940.0)	(22.0, 21439.0)	(23.0, 35404.0)	(24.0, 54447.0)	(25.0, 79810.0)	(26.0, 110191.0)	(27.0, 147280.0)	(28.0, 191313.0)	(29.0, 240029.0)	(30.0, 294874.0)	(31.0, 358468.0)	(32.0, 432825.0)	(33.0, 519936.0)	(34.0, 631192.0)	(35.0, 781751.0)	(36.0, 1014823.0)	(37.0, 1434841.0)	(38.0, 2444564.0)	(39.0, 6134395.0)	(40.0, 10234531.0)
WBP-6_S10_R2_001	(2.0, 19.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 70.0)	(12.0, 763.0)	(13.0, 2961.0)	(14.0, 8933.0)	(15.0, 25242.0)	(16.0, 55902.0)	(17.0, 87440.0)	(18.0, 109336.0)	(19.0, 130079.0)	(20.0, 155016.0)	(21.0, 183312.0)	(22.0, 215131.0)	(23.0, 252286.0)	(24.0, 296283.0)	(25.0, 343844.0)	(26.0, 401333.0)	(27.0, 467188.0)	(28.0, 547512.0)	(29.0, 642111.0)	(30.0, 758358.0)	(31.0, 904036.0)	(32.0, 1090797.0)	(33.0, 1338595.0)	(34.0, 1666185.0)	(35.0, 2112707.0)	(36.0, 2691731.0)	(37.0, 3358704.0)	(38.0, 3758410.0)	(39.0, 2915704.0)	(40.0, 663635.0)
WBP-7_S11_R1_001	(2.0, 23.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 1.0)	(14.0, 6.0)	(15.0, 32.0)	(16.0, 206.0)	(17.0, 628.0)	(18.0, 1387.0)	(19.0, 3410.0)	(20.0, 7222.0)	(21.0, 13980.0)	(22.0, 24835.0)	(23.0, 40740.0)	(24.0, 62000.0)	(25.0, 89665.0)	(26.0, 123443.0)	(27.0, 165101.0)	(28.0, 213080.0)	(29.0, 266740.0)	(30.0, 329331.0)	(31.0, 398974.0)	(32.0, 482549.0)	(33.0, 578734.0)	(34.0, 701827.0)	(35.0, 868006.0)	(36.0, 1115339.0)	(37.0, 1566792.0)	(38.0, 2620614.0)	(39.0, 6476534.0)	(40.0, 10977505.0)
WBP-7_S11_R2_001	(2.0, 21.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 103.0)	(12.0, 1265.0)	(13.0, 4724.0)	(14.0, 13192.0)	(15.0, 34463.0)	(16.0, 73938.0)	(17.0, 112207.0)	(18.0, 137345.0)	(19.0, 159803.0)	(20.0, 185829.0)	(21.0, 218207.0)	(22.0, 254263.0)	(23.0, 295690.0)	(24.0, 341680.0)	(25.0, 396684.0)	(26.0, 460617.0)	(27.0, 535837.0)	(28.0, 624879.0)	(29.0, 731240.0)	(30.0, 859973.0)	(31.0, 1020614.0)	(32.0, 1223679.0)	(33.0, 1486961.0)	(34.0, 1832422.0)	(35.0, 2292069.0)	(36.0, 2879651.0)	(37.0, 3532504.0)	(38.0, 3885771.0)	(39.0, 2914071.0)	(40.0, 619006.0)
WBP-8_S12_R1_001	(2.0, 5.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 9.0)	(16.0, 37.0)	(17.0, 149.0)	(18.0, 361.0)	(19.0, 930.0)	(20.0, 2024.0)	(21.0, 3961.0)	(22.0, 6978.0)	(23.0, 11372.0)	(24.0, 17751.0)	(25.0, 25957.0)	(26.0, 36729.0)	(27.0, 49600.0)	(28.0, 64738.0)	(29.0, 82027.0)	(30.0, 101368.0)	(31.0, 122816.0)	(32.0, 148444.0)	(33.0, 178474.0)	(34.0, 218899.0)	(35.0, 272019.0)	(36.0, 355990.0)	(37.0, 513086.0)	(38.0, 902077.0)	(39.0, 2354208.0)	(40.0, 4026707.0)
WBP-8_S12_R2_001	(2.0, 8.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 130.0)	(13.0, 542.0)	(14.0, 1890.0)	(15.0, 5240.0)	(16.0, 12027.0)	(17.0, 19499.0)	(18.0, 25658.0)	(19.0, 32241.0)	(20.0, 39989.0)	(21.0, 48559.0)	(22.0, 59040.0)	(23.0, 70775.0)	(24.0, 84306.0)	(25.0, 100484.0)	(26.0, 119231.0)	(27.0, 141406.0)	(28.0, 168129.0)	(29.0, 200911.0)	(30.0, 242592.0)	(31.0, 296730.0)	(32.0, 367785.0)	(33.0, 465805.0)	(34.0, 602831.0)	(35.0, 792792.0)	(36.0, 1051049.0)	(37.0, 1360309.0)	(38.0, 1573820.0)	(39.0, 1264632.0)	(40.0, 348305.0)
WZP-10_S41_R1_001	(2.0, 10.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 1.0)	(14.0, 4.0)	(15.0, 32.0)	(16.0, 121.0)	(17.0, 389.0)	(18.0, 984.0)	(19.0, 2603.0)	(20.0, 6157.0)	(21.0, 12250.0)	(22.0, 22124.0)	(23.0, 36141.0)	(24.0, 55593.0)	(25.0, 80091.0)	(26.0, 111148.0)	(27.0, 147080.0)	(28.0, 187644.0)	(29.0, 233513.0)	(30.0, 285883.0)	(31.0, 344468.0)	(32.0, 411732.0)	(33.0, 494879.0)	(34.0, 597251.0)	(35.0, 741762.0)	(36.0, 966587.0)	(37.0, 1381815.0)	(38.0, 2360875.0)	(39.0, 5517982.0)	(40.0, 7184717.0)
