Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
WBP-6_S10_R1_001 - polya	(1, 0.005642554982250968)	(2, 0.016582202396819172)	(3, 0.025238620314698913)	(4, 0.033497954841850225)	(5, 0.0418168518776108)	(6, 0.050000740560523706)	(7, 0.05702514574250961)	(8, 0.06288212575575393)	(9, 0.06894161829826974)	(10, 0.08645458416295636)	(15, 0.11201643035770821)	(20, 0.1352251603790034)	(25, 0.1563809692702326)	(30, 0.1770118339189188)	(35, 0.19817320197761823)	(40, 0.21890730830789384)	(45, 0.23998528885454026)	(50, 0.2615929786444185)	(55, 0.2830878967513297)	(60, 0.3047908865549827)	(65, 0.32655343886724497)	(70, 0.3485907728858913)	(75, 0.37059475189971647)	(80, 0.3927043550954753)	(85, 0.4151721275096712)	(90, 0.43747709573366855)	(95, 0.46003619732773204)	(100, 0.48191390382330557)	(105, 0.5045349504263227)	(110, 0.5269773095035118)	(115, 0.5495427644318271)	(120, 0.5721511043663409)	(125, 0.5947785043036096)	(130, 0.6172375408832095)	(135, 0.6389087640156041)	(140, 0.6527614151845562)
WBP-6_S10_R2_001 - polya	(1, 0.008763630433376416)	(2, 0.022482861583043617)	(3, 0.03329941314648601)	(4, 0.043460777115226494)	(5, 0.05457117038780792)	(6, 0.06555846780926354)	(7, 0.07612485683654702)	(8, 0.08518232897906247)	(9, 0.0949267553875381)	(10, 0.12241286769375992)	(15, 0.16169791587208626)	(20, 0.19731311935330045)	(25, 0.23165845015096517)	(30, 0.26502377914031205)	(35, 0.2986670665031689)	(40, 0.3322317313546615)	(45, 0.36605291207656465)	(50, 0.39917840269791166)	(55, 0.4321045574571129)	(60, 0.4646955738345394)	(65, 0.49764078859649563)	(70, 0.5304994391792731)	(75, 0.5635264531197194)	(80, 0.5963152170257286)	(85, 0.6286211275286122)	(90, 0.6606744929949924)	(95, 0.6921258800410282)	(100, 0.7217498893229319)	(105, 0.7517122136537362)	(110, 0.7827442806391629)	(115, 0.8126120991229738)	(120, 0.8426609876329568)	(125, 0.8714042659542249)	(130, 0.8998179650611883)	(135, 0.9273771407113042)	(140, 0.9455032033312755)
WBP-7_S11_R1_001 - polya	(1, 0.0068856941594347834)	(2, 0.018987264783323646)	(3, 0.029301061495367823)	(4, 0.038250989449922244)	(5, 0.047370479466218626)	(6, 0.056246684785233064)	(7, 0.06436354695818562)	(8, 0.0713340221484914)	(9, 0.07815705206771718)	(10, 0.09795821474740228)	(15, 0.12708086746476335)	(20, 0.15335635199757008)	(25, 0.1783063035433679)	(30, 0.20199928415320892)	(35, 0.22501180483701583)	(40, 0.24880357377848045)	(45, 0.2731224595640559)	(50, 0.2983407615032193)	(55, 0.3238170926667726)	(60, 0.3491577741809323)	(65, 0.37425517099781)	(70, 0.399269998462883)	(75, 0.42410862882901545)	(80, 0.4500029673360805)	(85, 0.4753900941106304)	(90, 0.501482746507298)	(95, 0.5274316397646626)	(100, 0.5540536206845073)	(105, 0.5803283679909587)	(110, 0.606695268591835)	(115, 0.6327834976303702)	(120, 0.6592742522589538)	(125, 0.68507864915066)	(130, 0.7108019511432723)	(135, 0.7365090341560656)	(140, 0.752803948289469)
WBP-7_S11_R2_001 - polya	(1, 0.010251132471835189)	(2, 0.025825039229657436)	(3, 0.037771792318912326)	(4, 0.049025552634091335)	(5, 0.06130774371505317)	(6, 0.073612051586677)	(7, 0.08561409665258687)	(8, 0.09609008316281901)	(9, 0.10710793104427008)	(10, 0.1375502189377969)	(15, 0.18146089511812394)	(20, 0.22163973148741686)	(25, 0.2609818159433309)	(30, 0.2990344915036506)	(35, 0.3366227144600683)	(40, 0.3746989812637608)	(45, 0.41287993420992003)	(50, 0.45057874111964774)	(55, 0.48815369400166836)	(60, 0.5255929972342954)	(65, 0.5624506288725118)	(70, 0.5998398007129716)	(75, 0.6370417170591598)	(80, 0.6741264144148393)	(85, 0.7115008417281913)	(90, 0.7477694295084432)	(95, 0.7829660901679438)	(100, 0.8162135243437671)	(105, 0.8499349950661127)	(110, 0.8852311812835921)	(115, 0.9195004111879997)	(120, 0.9529844950239065)	(125, 0.985721768561793)	(130, 1.0175500420034715)	(135, 1.049438768006293)	(140, 1.070039821281587)
WBP-8_S12_R1_001 - polya	(1, 0.0033379938888386963)	(2, 0.009919212123930763)	(3, 0.015300016152942035)	(4, 0.020807179572067076)	(5, 0.02591420492249852)	(6, 0.03033678357648039)	(7, 0.034812011976342996)	(8, 0.038423784543761524)	(9, 0.04199343731447546)	(10, 0.05249179664309432)	(15, 0.06778338883669545)	(20, 0.0808973875406693)	(25, 0.09368706381001782)	(30, 0.10571015977934281)	(35, 0.11769955991130414)	(40, 0.13052082602818108)	(45, 0.14364324869149586)	(50, 0.1566140400866741)	(55, 0.16949216792910224)	(60, 0.18236397780202473)	(65, 0.19551167234336225)	(70, 0.2083371504399097)	(75, 0.22103837513617858)	(80, 0.23400074257201592)	(85, 0.24695679203834753)	(90, 0.26014660637638964)	(95, 0.27428201015044984)	(100, 0.2876445156549807)	(105, 0.3008427539523638)	(110, 0.31399676646320696)	(115, 0.32730451623202195)	(120, 0.3409955561508487)	(125, 0.3542885639908171)	(130, 0.3673499129489102)	(135, 0.3802406767303497)	(140, 0.38852353475230716)
WBP-8_S12_R2_001 - polya	(1, 0.0064022090990975625)	(2, 0.01625824152797144)	(3, 0.023471256713632347)	(4, 0.03013671454213359)	(5, 0.03738131957532294)	(6, 0.04449956521839852)	(7, 0.05174417025158786)	(8, 0.058199029096566164)	(9, 0.06467494783989676)	(10, 0.08295493960968849)	(15, 0.1086543335689936)	(20, 0.1320097608416883)	(25, 0.15373725797175067)	(30, 0.17469396282211902)	(35, 0.1959518242189252)	(40, 0.21748135830447599)	(45, 0.2387813394979868)	(50, 0.2593652841475195)	(55, 0.2801514038212343)	(60, 0.30168725587629075)	(65, 0.3229135274255685)	(70, 0.34321737542701575)	(75, 0.3636918086051166)	(80, 0.38510551324972975)	(85, 0.4064497202297804)	(90, 0.42635343016253396)	(95, 0.4458717439554406)	(100, 0.4640043164367663)	(105, 0.48298139084201896)	(110, 0.5031399255448354)	(115, 0.5225403039069692)	(120, 0.5415447561800799)	(125, 0.5595678171899736)	(130, 0.5768453577981961)	(135, 0.5937143363783841)	(140, 0.6050087598647197)
WZP-10_S41_R1_001 - polya	(1, 0.005565563184011964)	(2, 0.016493704635231383)	(3, 0.025604422994131376)	(4, 0.03443662716485774)	(5, 0.04327355191504467)	(6, 0.051558168868344925)	(7, 0.05932352208098249)	(8, 0.06575767188573932)	(9, 0.0721068512602059)	(10, 0.09091363983111656)	(15, 0.11857623547005643)	(20, 0.1433167924229035)	(25, 0.1671802657119767)	(30, 0.18998727331777432)	(35, 0.21293117772792844)	(40, 0.23575517941978413)	(45, 0.25853575178060256)	(50, 0.2817836615080174)	(55, 0.3051703562715731)	(60, 0.32868545079645617)	(65, 0.3521929923942024)	(70, 0.3763359239873413)	(75, 0.40019467669695385)	(80, 0.42504758344096255)	(85, 0.4499269254299504)	(90, 0.47497715239541083)	(95, 0.5001444497314934)	(100, 0.524888783147909)	(105, 0.550996419912537)	(110, 0.5771994123822688)	(115, 0.6026574974131225)	(120, 0.6293750330440562)	(125, 0.6557394693313394)	(130, 0.6822880082175847)	(135, 0.708910188143415)	(140, 0.7255105778744553)
WZP-10_S41_R2_001 - polya	(1, 0.012202697905573306)	(2, 0.02835652081964365)	(3, 0.0400966019380811)	(4, 0.05147319843805467)	(5, 0.06324632361271611)	(6, 0.07564728585563335)	(7, 0.08709941162697603)	(8, 0.09734778963587339)	(9, 0.1074592708404142)	(10, 0.13854711893594363)	(15, 0.1855310463069963)	(20, 0.22767071503561204)	(25, 0.26763986132825773)	(30, 0.3066790534671712)	(35, 0.34520464656077465)	(40, 0.38225269828321967)	(45, 0.42017594543765446)	(50, 0.4576271346460321)	(55, 0.49393972008852033)	(60, 0.5304609551431657)	(65, 0.5662712709310493)	(70, 0.6023034539535799)	(75, 0.6385848835716281)	(80, 0.6750872363084313)	(85, 0.7113129630888451)	(90, 0.7475264163626613)	(95, 0.7816901940346981)	(100, 0.8139921751674862)	(105, 0.8472184457586538)	(110, 0.8825425418620988)	(115, 0.9169385720435954)	(120, 0.9505000037764635)	(125, 0.9837621507715315)	(130, 1.0162642844734477)	(135, 1.048535109781796)	(140, 1.0687958368265622)
WZP-11_S42_R1_001 - polya	(1, 0.005162536298730333)	(2, 0.014975497345040504)	(3, 0.02337262057346402)	(4, 0.0315664053918719)	(5, 0.03976772126250258)	(6, 0.0476075466264388)	(7, 0.05468297018976068)	(8, 0.06065886012855356)	(9, 0.06683432295125068)	(10, 0.08417833622036222)	(15, 0.10978767930399824)	(20, 0.13281387147521337)	(25, 0.1548293964381286)	(30, 0.17630946358800265)	(35, 0.1976682807970896)	(40, 0.219227423995303)	(45, 0.24068037935717496)	(50, 0.2623984277572896)	(55, 0.28413455068273885)	(60, 0.30596104623486176)	(65, 0.32802853545811433)	(70, 0.3504921580282862)	(75, 0.37283528376289327)	(80, 0.39589009393255503)	(85, 0.41895770689099565)	(90, 0.441928169275762)	(95, 0.46485947018896984)	(100, 0.4882463997616573)	(105, 0.5119172500031441)	(110, 0.5351204219015951)	(115, 0.558616551731513)	(120, 0.582553248116465)	(125, 0.6062097893587286)	(130, 0.6297352902923155)	(135, 0.6522862730682719)	(140, 0.6664792940873634)
WZP-11_S42_R2_001 - polya	(1, 0.008107177717845665)	(2, 0.020823359396045762)	(3, 0.030933797005156586)	(4, 0.040486936749780114)	(5, 0.051037940913924815)	(6, 0.06189018716698158)	(7, 0.07169938268718035)	(8, 0.08014169222894067)	(9, 0.08902456832573488)	(10, 0.1157070863511201)	(15, 0.15494160911624835)	(20, 0.19079092390722735)	(25, 0.22495177678985434)	(30, 0.25808840657018034)	(35, 0.29209788530312897)	(40, 0.32612619166663465)	(45, 0.3601635352928077)	(50, 0.3932384104449067)	(55, 0.4261973073927746)	(60, 0.46012319144605013)	(65, 0.49307229802602837)	(70, 0.5260658378141211)	(75, 0.5592438883816726)	(80, 0.5921018692297548)	(85, 0.6247534992469325)	(90, 0.6574729087341152)	(95, 0.6886883670924046)	(100, 0.7177875997760867)	(105, 0.7476647901543844)	(110, 0.7792552949133692)	(115, 0.8102169568117501)	(120, 0.8411695814474637)	(125, 0.8708569893097466)	(130, 0.9002070060324481)	(135, 0.9291962853536774)	(140, 0.9476812530345433)
WZP-12_S43_R1_001 - polya	(1, 0.005494698747115221)	(2, 0.015898716518063023)	(3, 0.025284468719939338)	(4, 0.03378969175822243)	(5, 0.04230967226852106)	(6, 0.05051482670915507)	(7, 0.058001784178366676)	(8, 0.06415073085150368)	(9, 0.07066369516769039)	(10, 0.08993203446263248)	(15, 0.11809322639413222)	(20, 0.14342491902452126)	(25, 0.16714312804787915)	(30, 0.1900359024698351)	(35, 0.21345994588435016)	(40, 0.23704336999663284)	(45, 0.2613174437992423)	(50, 0.2848477410122691)	(55, 0.30890438806051645)	(60, 0.33296398660316695)	(65, 0.3572144484505515)	(70, 0.3810999088234187)	(75, 0.4054212065364779)	(80, 0.4301793254211967)	(85, 0.45485381863116087)	(90, 0.47928038631126413)	(95, 0.5045904346493637)	(100, 0.5296722340869564)	(105, 0.5559238091396468)	(110, 0.581073492948511)	(115, 0.6066314668164715)	(120, 0.6329794573529964)	(125, 0.6588355321556707)	(130, 0.6842311738314604)	(135, 0.7102761442759332)	(140, 0.72648575153779)
WZP-12_S43_R2_001 - polya	(1, 0.008460950622236509)	(2, 0.02146720262525589)	(3, 0.032190965623206814)	(4, 0.04257038760746207)	(5, 0.05345648279758381)	(6, 0.06485417035091055)	(7, 0.0752877030658894)	(8, 0.08536213729515707)	(9, 0.09554479298587193)	(10, 0.12407590554922758)	(15, 0.16632753176115425)	(20, 0.20491832108176206)	(25, 0.24272598055407912)	(30, 0.27933926862460606)	(35, 0.3164425047660485)	(40, 0.3535683690312482)	(45, 0.39064504172306275)	(50, 0.42712452871398227)	(55, 0.4635538403000489)	(60, 0.49982770651421865)	(65, 0.5361143625374686)	(70, 0.5720753703449092)	(75, 0.6078622399825666)	(80, 0.6433283805617529)	(85, 0.6787512325563606)	(90, 0.7145548273289688)	(95, 0.7489987670132131)	(100, 0.7811169291078099)	(105, 0.8145012823013393)	(110, 0.8500825311622469)	(115, 0.8838377888190998)	(120, 0.9167617088857444)	(125, 0.9493589969051122)	(130, 0.9818087102043245)	(135, 1.0134487302056183)	(140, 1.0330820709750779)
WZP-13_S44_R1_001 - polya	(1, 0.005015077258393376)	(2, 0.013640427840680968)	(3, 0.021457834191209973)	(4, 0.028503690194293847)	(5, 0.03602266669345257)	(6, 0.043032128812222986)	(7, 0.049189974038058686)	(8, 0.054365184387431244)	(9, 0.059664133943469526)	(10, 0.07512571175519552)	(15, 0.09865071857540944)	(20, 0.11989601248222888)	(25, 0.13935800605768928)	(30, 0.15813288309731172)	(35, 0.1777171601240653)	(40, 0.19804241663544073)	(45, 0.2180867123599163)	(50, 0.23801309189921632)	(55, 0.257868139425262)	(60, 0.2782661837052643)	(65, 0.2985419445339734)	(70, 0.3186386474518604)	(75, 0.3381428579331243)	(80, 0.35836621156842213)	(85, 0.37954454072810473)	(90, 0.400992184631707)	(95, 0.42281395766605145)	(100, 0.44483516918643373)	(105, 0.4668985976126194)	(110, 0.4877741296548142)	(115, 0.5093920969370034)	(120, 0.5315559724838943)	(125, 0.5528958904899286)	(130, 0.5743988530976873)	(135, 0.595136088379491)	(140, 0.6079889525636288)
WZP-13_S44_R2_001 - polya	(1, 0.007773733689352867)	(2, 0.019907454719457016)	(3, 0.02939170097154202)	(4, 0.03803888788441768)	(5, 0.048054484847479054)	(6, 0.05770614296740593)	(7, 0.06723406188066708)	(8, 0.07551003117354554)	(9, 0.08457210836759453)	(10, 0.11024581011767454)	(15, 0.14861078720554072)	(20, 0.18337422550174792)	(25, 0.21771695049529166)	(30, 0.25108431938923487)	(35, 0.2846613170568236)	(40, 0.3180519780367276)	(45, 0.35080501816345977)	(50, 0.38332659318595846)	(55, 0.4151042772130903)	(60, 0.44704355008657376)	(65, 0.47803221470179)	(70, 0.509245065644377)	(75, 0.5410009133409208)	(80, 0.5730464563565995)	(85, 0.6043670331967543)	(90, 0.6361680093098467)	(95, 0.6667184915579291)	(100, 0.6958670813822572)	(105, 0.7252922647273676)	(110, 0.7557655919407054)	(115, 0.785775988945576)	(120, 0.8163133693953053)	(125, 0.8453251182146151)	(130, 0.8729902933143269)	(135, 0.9011315004208591)	(140, 0.9194332569644065)
WZP-14_S45_R1_001 - polya	(1, 0.004334727099613676)	(2, 0.012687970203428479)	(3, 0.019743430269820953)	(4, 0.025929309823828916)	(5, 0.03299135762137582)	(6, 0.039341930454244486)	(7, 0.04548169589017145)	(8, 0.050560836610235506)	(9, 0.055396231277585715)	(10, 0.0700157242554925)	(15, 0.091515443651084)	(20, 0.1108398942194833)	(25, 0.12911953062679032)	(30, 0.14634644759561977)	(35, 0.16299891440778308)	(40, 0.180427415949938)	(45, 0.1988085034170232)	(50, 0.21679564456107364)	(55, 0.23516487411208092)	(60, 0.2534234297796938)	(65, 0.2717083363719243)	(70, 0.2893068013778635)	(75, 0.3077840697198034)	(80, 0.3265314350390748)	(85, 0.34521687568549464)	(90, 0.3640617394258515)	(95, 0.38296194010790574)	(100, 0.4019609567572763)	(105, 0.42088487327148644)	(110, 0.4401592570831121)	(115, 0.4594389110796612)	(120, 0.47905058672639367)	(125, 0.49882168546706324)	(130, 0.5183411328776336)	(135, 0.5375733552098708)	(140, 0.549113742646198)
WZP-14_S45_R2_001 - polya	(1, 0.006297870983633243)	(2, 0.01731255747383699)	(3, 0.026001774866527626)	(4, 0.03457241309843856)	(5, 0.04347243788807089)	(6, 0.052840191589667615)	(7, 0.06174021637929995)	(8, 0.06925681762650239)	(9, 0.07695128761487438)	(10, 0.09975142514034996)	(15, 0.13335148912039493)	(20, 0.16439419586629095)	(25, 0.19411013355768508)	(30, 0.22319364905825417)	(35, 0.2521098361875008)	(40, 0.2808376142057308)	(45, 0.3099408928997631)	(50, 0.33887420813001123)	(55, 0.36677193202278324)	(60, 0.3944061466693782)	(65, 0.4225621096234038)	(70, 0.450192371631306)	(75, 0.4782007694074724)	(80, 0.5062157549147932)	(85, 0.5340252032100961)	(90, 0.5609308147910111)	(95, 0.5873871431071943)	(100, 0.6124653180658711)	(105, 0.6377556179677205)	(110, 0.6644016729411513)	(115, 0.6912242791095207)	(120, 0.71748165794484)	(125, 0.742557197811055)	(130, 0.7671333876557644)	(135, 0.7914460682542968)	(140, 0.8073462161686243)
WZP-1_S32_R1_001 - polya	(1, 0.006249487109040162)	(2, 0.018153940830605054)	(3, 0.02751646833478507)	(4, 0.03671515160764194)	(5, 0.04556742136284415)	(6, 0.05414349655667304)	(7, 0.06194716323140709)	(8, 0.06877244578195432)	(9, 0.07519045838606972)	(10, 0.09431154830785657)	(15, 0.12249369234818883)	(20, 0.14718267737671156)	(25, 0.16970704604626782)	(30, 0.19191777004443408)	(35, 0.2145835128793035)	(40, 0.2374786376380253)	(45, 0.2610516093880498)	(50, 0.2840787457845805)	(55, 0.30720886998365726)	(60, 0.33083520814045553)	(65, 0.3539746948670364)	(70, 0.37759541550733217)	(75, 0.40116745100460627)	(80, 0.42504938616226867)	(85, 0.44934795379386705)	(90, 0.4733534743145845)	(95, 0.4980986345081323)	(100, 0.5230113839440049)	(105, 0.5481797303807416)	(110, 0.5732029576411637)	(115, 0.5984911444299538)	(120, 0.6241238722308979)	(125, 0.6488727774354474)	(130, 0.6732303289903221)	(135, 0.69723678576379)	(140, 0.7117861535052858)
WZP-1_S32_R2_001 - polya	(1, 0.009980454319455899)	(2, 0.025222649096260968)	(3, 0.0360316870998368)	(4, 0.0469015815321898)	(5, 0.05823023981224762)	(6, 0.0698070050711662)	(7, 0.08059263675598159)	(8, 0.09077438541677736)	(9, 0.10109189072638373)	(10, 0.13014100481360308)	(15, 0.17105712251237062)	(20, 0.20861115658438703)	(25, 0.24478328159678658)	(30, 0.2797251704951368)	(35, 0.3155050056051112)	(40, 0.35094498096668375)	(45, 0.38651415920781407)	(50, 0.4217387964367905)	(55, 0.45676775684092963)	(60, 0.49216279207048225)	(65, 0.5271084259798341)	(70, 0.5624294972421037)	(75, 0.5978563650651705)	(80, 0.6331137711404116)	(85, 0.6678141068291541)	(90, 0.7024648211221243)	(95, 0.7352701812440205)	(100, 0.7662086533815835)	(105, 0.7980955495553198)	(110, 0.8320665443514865)	(115, 0.863888839085444)	(120, 0.8945773317386452)	(125, 0.9252330555455819)	(130, 0.9555947959888872)	(135, 0.9854013385511948)	(140, 1.0043323691646466)
WZP-2_S33_R1_001 - polya	(1, 0.003897528894236279)	(2, 0.011656364295215936)	(3, 0.017719991961527768)	(4, 0.023290995157936128)	(5, 0.029311155959256478)	(6, 0.03495460393065065)	(7, 0.03998951579216405)	(8, 0.04380735543391595)	(9, 0.0479367076081068)	(10, 0.059959642464750905)	(15, 0.07710297401739168)	(20, 0.09200196644097221)	(25, 0.10664160657010358)	(30, 0.12085237363131898)	(35, 0.13487188648657186)	(40, 0.14969698523966687)	(45, 0.16424534495231613)	(50, 0.1787850112919671)	(55, 0.19306822312816826)	(60, 0.2082077322047017)	(65, 0.22374568754365703)	(70, 0.238744653756718)	(75, 0.25426522234967674)	(80, 0.26974522186864347)	(85, 0.2852397103426073)	(90, 0.3007211587570737)	(95, 0.3168082454904214)	(100, 0.33282288744878336)	(105, 0.3491794687450783)	(110, 0.3647594420535254)	(115, 0.38056109637342905)	(120, 0.39673656573225946)	(125, 0.412171649490735)	(130, 0.4273893989242531)	(135, 0.44228694245233385)	(140, 0.45216406307389845)
WZP-2_S33_R2_001 - polya	(1, 0.005744870656374293)	(2, 0.01548869289196499)	(3, 0.023254772770443227)	(4, 0.030050092664111683)	(5, 0.037671282992618314)	(6, 0.044951982878691656)	(7, 0.05247899499971674)	(8, 0.05848466684603993)	(9, 0.06546834315467148)	(10, 0.08503567687833727)	(15, 0.11524804583841715)	(20, 0.14314942647644985)	(25, 0.1688629749099113)	(30, 0.19306822312816826)	(35, 0.21685039386050814)	(40, 0.24101797079577256)	(45, 0.26527537925201927)	(50, 0.2894791785747766)	(55, 0.31362067539104604)	(60, 0.337386908272889)	(65, 0.3604228978228751)	(70, 0.3842441887337073)	(75, 0.4075496728466407)	(80, 0.4309623752265529)	(85, 0.45449388703744187)	(90, 0.47811812816031274)	(95, 0.5016713734036975)	(100, 0.5235801222549046)	(105, 0.5454004884806287)	(110, 0.5684118468071196)	(115, 0.5905190943417878)	(120, 0.6123597451045081)	(125, 0.6339975504972681)	(130, 0.6551079579281316)	(135, 0.6744231838348467)	(140, 0.6871821576053466)
WZP-3_S34_R1_001 - polya	(1, 0.004957770289766721)	(2, 0.01436441804590612)	(3, 0.022202416789727793)	(4, 0.029148541513168154)	(5, 0.03623631681631613)	(6, 0.04328736789509547)	(7, 0.049478022860095186)	(8, 0.054818774346849175)	(9, 0.05983425413205234)	(10, 0.07486810232502114)	(15, 0.09675469078517862)	(20, 0.11558057746009809)	(25, 0.13370870387201333)	(30, 0.15189663830647185)	(35, 0.17000797650153288)	(40, 0.18862715825643456)	(45, 0.20765555279715825)	(50, 0.22590539378126673)	(55, 0.24413424949430743)	(60, 0.2628300274886066)	(65, 0.28175139714688446)	(70, 0.3009466245925972)	(75, 0.3199445904902726)	(80, 0.3390579753788209)	(85, 0.35858896716161826)	(90, 0.37832141754666654)	(95, 0.3975386795270004)	(100, 0.41723755347834024)	(105, 0.4368703238258164)	(110, 0.4566311043268061)	(115, 0.4762302982405739)	(120, 0.4960267537023789)	(125, 0.5157151350181849)	(130, 0.5350583086249254)	(135, 0.553626076465711)	(140, 0.5656579816324316)
WZP-3_S34_R2_001 - polya	(1, 0.007313366967126783)	(2, 0.019741893757028756)	(3, 0.0286711265963758)	(4, 0.037568881529121155)	(5, 0.04686535661215463)	(6, 0.0561408464241203)	(7, 0.06507007926346735)	(8, 0.07282938324078479)	(9, 0.08129694011664033)	(10, 0.10492635533897823)	(15, 0.13864024257294533)	(20, 0.16969844375328286)	(25, 0.1998332930066374)	(30, 0.22965231393042163)	(35, 0.25967069492935)	(40, 0.29013711146557564)	(45, 0.3194566829379463)	(50, 0.3482442777887484)	(55, 0.3763267675316725)	(60, 0.4050524558328246)	(65, 0.43362705018228853)	(70, 0.4623128664684118)	(75, 0.49072692349420716)	(80, 0.5187831816482964)	(85, 0.5476924910712919)	(90, 0.576402440419143)	(95, 0.6037924162168299)	(100, 0.6294846835851321)	(105, 0.6556575136608868)	(110, 0.6834787367790168)	(115, 0.7101887897941073)	(120, 0.7368642171119356)	(125, 0.7626981350599454)	(130, 0.7881228402221334)	(135, 0.8128151594240549)	(140, 0.8286663839251145)
WZP-4_S35_R1_001 - polya	(1, 0.004589752612334195)	(2, 0.013119975760135797)	(3, 0.02036656077895938)	(4, 0.027254921203649564)	(5, 0.03438209802442868)	(6, 0.04077043661980766)	(7, 0.046390084940275376)	(8, 0.051121634787787376)	(9, 0.055853184635299376)	(10, 0.06994782981197314)	(15, 0.09107561785346599)	(20, 0.10993017232468731)	(25, 0.12795931762692625)	(30, 0.14502573433243166)	(35, 0.16188318669135926)	(40, 0.1794973885053937)	(45, 0.19783998032749936)	(50, 0.21573628400941383)	(55, 0.23375050328689723)	(60, 0.2515229209633406)	(65, 0.2692416049506639)	(70, 0.28706029330384947)	(75, 0.3045924019817283)	(80, 0.323778314202523)	(85, 0.3427104840024732)	(90, 0.36202774524111686)	(95, 0.381225598281716)	(100, 0.4001279160321552)	(105, 0.4190914304840921)	(110, 0.43822510161824224)	(115, 0.45671396848295237)	(120, 0.47561479363091597)	(125, 0.4951783342780264)	(130, 0.5141015484631233)	(135, 0.5321903978643843)	(140, 0.5439416571544354)
WZP-4_S35_R2_001 - polya	(1, 0.006477894743912327)	(2, 0.017150002444136555)	(3, 0.025329464010182535)	(4, 0.03374774197231745)	(5, 0.04186003642696342)	(6, 0.0509350594783429)	(7, 0.05955483877467785)	(8, 0.0671372593505015)	(9, 0.0749883483719252)	(10, 0.09798188950786284)	(15, 0.131374392090998)	(20, 0.1620145357092082)	(25, 0.191600901979676)	(30, 0.2200140827043569)	(35, 0.2487213061167223)	(40, 0.2780464669539678)	(45, 0.30686563555199986)	(50, 0.33540120967967635)	(55, 0.3634457175928949)	(60, 0.3911588677565401)	(65, 0.41875410232461635)	(70, 0.446704576281875)	(75, 0.4745610162831736)	(80, 0.5029174781137834)	(85, 0.5307888441398374)	(90, 0.5593244182675139)	(95, 0.5856479555264167)	(100, 0.6109236858474791)	(105, 0.6369233283691862)	(110, 0.6636379274766846)	(115, 0.6905525353159074)	(120, 0.7169880177604769)	(125, 0.7415667027254547)	(130, 0.7659379159463305)	(135, 0.789798659120566)	(140, 0.8050276821786623)
WZP-5_S36_R1_001 - polya	(1, 0.005844181651374057)	(2, 0.017814030767605783)	(3, 0.02767943832588859)	(4, 0.03670038844372056)	(5, 0.045781656950156166)	(6, 0.054206125225130006)	(7, 0.06181294423236573)	(8, 0.06842786084923064)	(9, 0.07519022241601553)	(10, 0.09458057373912954)	(15, 0.12235920230405521)	(20, 0.14651872755276302)	(25, 0.16918637799000763)	(30, 0.1913768429529658)	(35, 0.21379785820125335)	(40, 0.23633280818357)	(45, 0.2591881158298038)	(50, 0.2819777434528913)	(55, 0.30524053532435846)	(60, 0.32852477373399575)	(65, 0.3520167754821567)	(70, 0.3757795397747162)	(75, 0.39988008704345607)	(80, 0.42380235996365617)	(85, 0.4482259457135843)	(90, 0.47223400478646516)	(95, 0.4967085260645475)	(100, 0.5212741951298531)	(105, 0.5459564797464591)	(110, 0.570221897277382)	(115, 0.5953894098200883)	(120, 0.6198103147527452)	(125, 0.6444711528311811)	(130, 0.6691105443714465)	(135, 0.6930381789261892)	(140, 0.7077357596159407)
WZP-5_S36_R2_001 - polya	(1, 0.010736673171446373)	(2, 0.02654679302877596)	(3, 0.037564952013705945)	(4, 0.04883108659622864)	(5, 0.06049934376944221)	(6, 0.07186600899963762)	(7, 0.08256246991201491)	(8, 0.09220000800223956)	(9, 0.10228658298540234)	(10, 0.13068313993135633)	(15, 0.17271701433627357)	(20, 0.21101516987367255)	(25, 0.2484340173460941)	(30, 0.28448162678425987)	(35, 0.3208080412186378)	(40, 0.35644146438839197)	(45, 0.3919073364786915)	(50, 0.4275246747448181)	(55, 0.4626916357093707)	(60, 0.49749132470775903)	(65, 0.5317240208532733)	(70, 0.5656792524112109)	(75, 0.6002001364133869)	(80, 0.6353737994211178)	(85, 0.6701493610640646)	(90, 0.7036944275794974)	(95, 0.7367301388133884)	(100, 0.7679978510568753)	(105, 0.8003057204016158)	(110, 0.8338119150666152)	(115, 0.8661935068863158)	(120, 0.8977266200396586)	(125, 0.9284702325066118)	(130, 0.958605299452986)	(135, 0.9881197572010605)	(140, 1.0071964529034356)
