Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
WBP-4_S8_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 3.0)	(15.0, 24.0)	(16.0, 126.0)	(17.0, 487.0)	(18.0, 1160.0)	(19.0, 3068.0)	(20.0, 7180.0)	(21.0, 14442.0)	(22.0, 25668.0)	(23.0, 42489.0)	(24.0, 64996.0)	(25.0, 94035.0)	(26.0, 131529.0)	(27.0, 175357.0)	(28.0, 226621.0)	(29.0, 284319.0)	(30.0, 350293.0)	(31.0, 423286.0)	(32.0, 509475.0)	(33.0, 613303.0)	(34.0, 740193.0)	(35.0, 913971.0)	(36.0, 1180322.0)	(37.0, 1658613.0)	(38.0, 2780833.0)	(39.0, 6894297.0)	(40.0, 11650253.0)		
WBP-4_S8_R2_001	(10.0, 1.0)	(11.0, 195.0)	(12.0, 1716.0)	(13.0, 5759.0)	(14.0, 15117.0)	(15.0, 37931.0)	(16.0, 78175.0)	(17.0, 116839.0)	(18.0, 144676.0)	(19.0, 169253.0)	(20.0, 198994.0)	(21.0, 234858.0)	(22.0, 276670.0)	(23.0, 322843.0)	(24.0, 380201.0)	(25.0, 449128.0)	(26.0, 527293.0)	(27.0, 617145.0)	(28.0, 711564.0)	(29.0, 821965.0)	(30.0, 954674.0)	(31.0, 1121186.0)	(32.0, 1337440.0)	(33.0, 1621950.0)	(34.0, 2001227.0)	(35.0, 2496567.0)	(36.0, 3129012.0)	(37.0, 3812315.0)	(38.0, 4099808.0)	(39.0, 2768122.0)	(40.0, 333721.0)
WBP-5_S9_R1_001	(12.0, 2.0)	(13.0, 1.0)	(14.0, 8.0)	(15.0, 14.0)	(16.0, 81.0)	(17.0, 235.0)	(18.0, 846.0)	(19.0, 2241.0)	(20.0, 5614.0)	(21.0, 11636.0)	(22.0, 21183.0)	(23.0, 34739.0)	(24.0, 53993.0)	(25.0, 79294.0)	(26.0, 110299.0)	(27.0, 147332.0)	(28.0, 190545.0)	(29.0, 239545.0)	(30.0, 294071.0)	(31.0, 355049.0)	(32.0, 427622.0)	(33.0, 513391.0)	(34.0, 623772.0)	(35.0, 770044.0)	(36.0, 997584.0)	(37.0, 1400450.0)	(38.0, 2358870.0)	(39.0, 5823295.0)	(40.0, 9285996.0)		
WBP-5_S9_R2_001	(10.0, 2.0)	(11.0, 58.0)	(12.0, 841.0)	(13.0, 3130.0)	(14.0, 9446.0)	(15.0, 25341.0)	(16.0, 54944.0)	(17.0, 84517.0)	(18.0, 105159.0)	(19.0, 124200.0)	(20.0, 147914.0)	(21.0, 176107.0)	(22.0, 208525.0)	(23.0, 247699.0)	(24.0, 292545.0)	(25.0, 347247.0)	(26.0, 409083.0)	(27.0, 480167.0)	(28.0, 556404.0)	(29.0, 647520.0)	(30.0, 754153.0)	(31.0, 893632.0)	(32.0, 1071147.0)	(33.0, 1309917.0)	(34.0, 1621586.0)	(35.0, 2041575.0)	(36.0, 2582301.0)	(37.0, 3190808.0)	(38.0, 3514284.0)	(39.0, 2511876.0)	(40.0, 335624.0)
WBP-6_S10_R1_001	(14.0, 1.0)	(15.0, 22.0)	(16.0, 94.0)	(17.0, 308.0)	(18.0, 873.0)	(19.0, 2442.0)	(20.0, 6035.0)	(21.0, 12404.0)	(22.0, 22348.0)	(23.0, 37142.0)	(24.0, 57008.0)	(25.0, 83459.0)	(26.0, 115482.0)	(27.0, 154231.0)	(28.0, 199808.0)	(29.0, 250374.0)	(30.0, 306727.0)	(31.0, 372082.0)	(32.0, 448243.0)	(33.0, 538465.0)	(34.0, 653093.0)	(35.0, 808250.0)	(36.0, 1047741.0)	(37.0, 1477733.0)	(38.0, 2496233.0)	(39.0, 6170503.0)	(40.0, 9936201.0)				
WBP-6_S10_R2_001	(10.0, 2.0)	(11.0, 71.0)	(12.0, 750.0)	(13.0, 2967.0)	(14.0, 8948.0)	(15.0, 25329.0)	(16.0, 56146.0)	(17.0, 87839.0)	(18.0, 109928.0)	(19.0, 131203.0)	(20.0, 156983.0)	(21.0, 186774.0)	(22.0, 221190.0)	(23.0, 262560.0)	(24.0, 313374.0)	(25.0, 371383.0)	(26.0, 440490.0)	(27.0, 514214.0)	(28.0, 595077.0)	(29.0, 686037.0)	(30.0, 797938.0)	(31.0, 940271.0)	(32.0, 1125201.0)	(33.0, 1372550.0)	(34.0, 1700484.0)	(35.0, 2148628.0)	(36.0, 2728956.0)	(37.0, 3396188.0)	(38.0, 3756948.0)	(39.0, 2697869.0)	(40.0, 361004.0)
WBP-7_S11_R1_001	(13.0, 1.0)	(14.0, 6.0)	(15.0, 32.0)	(16.0, 207.0)	(17.0, 605.0)	(18.0, 1412.0)	(19.0, 3467.0)	(20.0, 7397.0)	(21.0, 14391.0)	(22.0, 25620.0)	(23.0, 42230.0)	(24.0, 64249.0)	(25.0, 92957.0)	(26.0, 127901.0)	(27.0, 171187.0)	(28.0, 220931.0)	(29.0, 276189.0)	(30.0, 340050.0)	(31.0, 411275.0)	(32.0, 497230.0)	(33.0, 596099.0)	(34.0, 721988.0)	(35.0, 892689.0)	(36.0, 1145906.0)	(37.0, 1605044.0)	(38.0, 2668277.0)	(39.0, 6512144.0)	(40.0, 10704077.0)			
WBP-7_S11_R2_001	(10.0, 1.0)	(11.0, 103.0)	(12.0, 1244.0)	(13.0, 4736.0)	(14.0, 13210.0)	(15.0, 34547.0)	(16.0, 74240.0)	(17.0, 112721.0)	(18.0, 138056.0)	(19.0, 160810.0)	(20.0, 187642.0)	(21.0, 221516.0)	(22.0, 259739.0)	(23.0, 305059.0)	(24.0, 357492.0)	(25.0, 421460.0)	(26.0, 496060.0)	(27.0, 578294.0)	(28.0, 667530.0)	(29.0, 770795.0)	(30.0, 896255.0)	(31.0, 1053475.0)	(32.0, 1255897.0)	(33.0, 1518572.0)	(34.0, 1865140.0)	(35.0, 2327006.0)	(36.0, 2916544.0)	(37.0, 3568237.0)	(38.0, 3883300.0)	(39.0, 2707304.0)	(40.0, 346576.0)
WBP-8_S12_R1_001	(14.0, 3.0)	(15.0, 9.0)	(16.0, 39.0)	(17.0, 149.0)	(18.0, 368.0)	(19.0, 958.0)	(20.0, 2117.0)	(21.0, 4190.0)	(22.0, 7394.0)	(23.0, 12062.0)	(24.0, 18906.0)	(25.0, 27568.0)	(26.0, 38983.0)	(27.0, 52370.0)	(28.0, 68048.0)	(29.0, 85753.0)	(30.0, 105598.0)	(31.0, 127923.0)	(32.0, 154218.0)	(33.0, 185735.0)	(34.0, 227916.0)	(35.0, 282748.0)	(36.0, 369957.0)	(37.0, 531423.0)	(38.0, 927360.0)	(39.0, 2399309.0)	(40.0, 3870774.0)				
WBP-8_S12_R2_001	(11.0, 6.0)	(12.0, 125.0)	(13.0, 548.0)	(14.0, 1891.0)	(15.0, 5257.0)	(16.0, 12091.0)	(17.0, 19597.0)	(18.0, 25847.0)	(19.0, 32580.0)	(20.0, 40617.0)	(21.0, 49791.0)	(22.0, 60992.0)	(23.0, 74233.0)	(24.0, 90170.0)	(25.0, 109354.0)	(26.0, 131377.0)	(27.0, 155635.0)	(28.0, 182370.0)	(29.0, 214065.0)	(30.0, 255004.0)	(31.0, 308883.0)	(32.0, 381084.0)	(33.0, 481031.0)	(34.0, 621499.0)	(35.0, 817127.0)	(36.0, 1084195.0)	(37.0, 1406730.0)	(38.0, 1615242.0)	(39.0, 1172148.0)	(40.0, 152389.0)	
WZP-10_S41_R1_001	(13.0, 1.0)	(14.0, 2.0)	(15.0, 31.0)	(16.0, 122.0)	(17.0, 367.0)	(18.0, 992.0)	(19.0, 2663.0)	(20.0, 6305.0)	(21.0, 12670.0)	(22.0, 22876.0)	(23.0, 37561.0)	(24.0, 57783.0)	(25.0, 83413.0)	(26.0, 115661.0)	(27.0, 153187.0)	(28.0, 195360.0)	(29.0, 242772.0)	(30.0, 296462.0)	(31.0, 356994.0)	(32.0, 426036.0)	(33.0, 511481.0)	(34.0, 617068.0)	(35.0, 765691.0)	(36.0, 996124.0)	(37.0, 1418239.0)	(38.0, 2406571.0)	(39.0, 5545439.0)	(40.0, 6923829.0)			
WZP-10_S41_R2_001	(10.0, 4.0)	(11.0, 221.0)	(12.0, 2538.0)	(13.0, 7817.0)	(14.0, 17754.0)	(15.0, 38450.0)	(16.0, 72472.0)	(17.0, 105245.0)	(18.0, 128256.0)	(19.0, 151337.0)	(20.0, 177282.0)	(21.0, 208097.0)	(22.0, 241839.0)	(23.0, 282136.0)	(24.0, 325626.0)	(25.0, 378113.0)	(26.0, 438740.0)	(27.0, 506046.0)	(28.0, 578175.0)	(29.0, 660335.0)	(30.0, 758493.0)	(31.0, 875231.0)	(32.0, 1027214.0)	(33.0, 1225858.0)	(34.0, 1488547.0)	(35.0, 1831595.0)	(36.0, 2264769.0)	(37.0, 2705883.0)	(38.0, 2789563.0)	(39.0, 1728115.0)	(40.0, 179949.0)
WZP-11_S42_R1_001	(13.0, 1.0)	(14.0, 1.0)	(15.0, 37.0)	(16.0, 196.0)	(17.0, 454.0)	(18.0, 1108.0)	(19.0, 2556.0)	(20.0, 5620.0)	(21.0, 11508.0)	(22.0, 20874.0)	(23.0, 34509.0)	(24.0, 53198.0)	(25.0, 78072.0)	(26.0, 109867.0)	(27.0, 149462.0)	(28.0, 193955.0)	(29.0, 247949.0)	(30.0, 309451.0)	(31.0, 380681.0)	(32.0, 464088.0)	(33.0, 566815.0)	(34.0, 696348.0)	(35.0, 871640.0)	(36.0, 1138070.0)	(37.0, 1605781.0)	(38.0, 2693639.0)	(39.0, 6506313.0)	(40.0, 10429000.0)			
WZP-11_S42_R2_001	(10.0, 3.0)	(11.0, 147.0)	(12.0, 1937.0)	(13.0, 6733.0)	(14.0, 16477.0)	(15.0, 38057.0)	(16.0, 75779.0)	(17.0, 112922.0)	(18.0, 136576.0)	(19.0, 159745.0)	(20.0, 185765.0)	(21.0, 218646.0)	(22.0, 257077.0)	(23.0, 302010.0)	(24.0, 355420.0)	(25.0, 420536.0)	(26.0, 493965.0)	(27.0, 575240.0)	(28.0, 665612.0)	(29.0, 769624.0)	(30.0, 896176.0)	(31.0, 1055531.0)	(32.0, 1256181.0)	(33.0, 1518576.0)	(34.0, 1863405.0)	(35.0, 2308673.0)	(36.0, 2869347.0)	(37.0, 3474325.0)	(38.0, 3708343.0)	(39.0, 2517221.0)	(40.0, 311144.0)
WZP-12_S43_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 30.0)	(16.0, 129.0)	(17.0, 388.0)	(18.0, 949.0)	(19.0, 2255.0)	(20.0, 5402.0)	(21.0, 10821.0)	(22.0, 19287.0)	(23.0, 31591.0)	(24.0, 48204.0)	(25.0, 69975.0)	(26.0, 96813.0)	(27.0, 129147.0)	(28.0, 166886.0)	(29.0, 206808.0)	(30.0, 253855.0)	(31.0, 306366.0)	(32.0, 367633.0)	(33.0, 442473.0)	(34.0, 536944.0)	(35.0, 663340.0)	(36.0, 855748.0)	(37.0, 1198069.0)	(38.0, 2004561.0)	(39.0, 4913109.0)	(40.0, 8009325.0)		
WZP-12_S43_R2_001	(11.0, 61.0)	(12.0, 767.0)	(13.0, 3063.0)	(14.0, 9161.0)	(15.0, 24251.0)	(16.0, 51788.0)	(17.0, 79605.0)	(18.0, 97594.0)	(19.0, 113601.0)	(20.0, 134197.0)	(21.0, 157702.0)	(22.0, 185854.0)	(23.0, 221212.0)	(24.0, 260503.0)	(25.0, 309203.0)	(26.0, 363930.0)	(27.0, 424609.0)	(28.0, 487099.0)	(29.0, 561123.0)	(30.0, 651933.0)	(31.0, 766305.0)	(32.0, 913203.0)	(33.0, 1108358.0)	(34.0, 1367717.0)	(35.0, 1719890.0)	(36.0, 2183729.0)	(37.0, 2714663.0)	(38.0, 3012527.0)	(39.0, 2138236.0)	(40.0, 278227.0)	
WZP-13_S44_R1_001	(15.0, 30.0)	(16.0, 130.0)	(17.0, 386.0)	(18.0, 853.0)	(19.0, 1912.0)	(20.0, 4051.0)	(21.0, 7604.0)	(22.0, 13239.0)	(23.0, 21238.0)	(24.0, 32687.0)	(25.0, 47376.0)	(26.0, 65168.0)	(27.0, 86267.0)	(28.0, 111709.0)	(29.0, 139100.0)	(30.0, 170806.0)	(31.0, 206477.0)	(32.0, 248223.0)	(33.0, 298290.0)	(34.0, 362105.0)	(35.0, 447215.0)	(36.0, 581992.0)	(37.0, 824293.0)	(38.0, 1397097.0)	(39.0, 3384391.0)	(40.0, 5293223.0)					
WZP-13_S44_R2_001	(11.0, 30.0)	(12.0, 327.0)	(13.0, 1376.0)	(14.0, 4426.0)	(15.0, 12550.0)	(16.0, 27003.0)	(17.0, 42627.0)	(18.0, 54399.0)	(19.0, 65508.0)	(20.0, 78661.0)	(21.0, 95161.0)	(22.0, 114342.0)	(23.0, 136003.0)	(24.0, 163355.0)	(25.0, 195456.0)	(26.0, 232328.0)	(27.0, 274640.0)	(28.0, 317647.0)	(29.0, 368051.0)	(30.0, 432809.0)	(31.0, 511469.0)	(32.0, 617524.0)	(33.0, 757642.0)	(34.0, 941502.0)	(35.0, 1186124.0)	(36.0, 1504747.0)	(37.0, 1864823.0)	(38.0, 2065922.0)	(39.0, 1482389.0)	(40.0, 197021.0)	
WZP-14_S45_R1_001	(14.0, 3.0)	(15.0, 11.0)	(16.0, 39.0)	(17.0, 163.0)	(18.0, 433.0)	(19.0, 1356.0)	(20.0, 3282.0)	(21.0, 6814.0)	(22.0, 12740.0)	(23.0, 20928.0)	(24.0, 32678.0)	(25.0, 47632.0)	(26.0, 66637.0)	(27.0, 89924.0)	(28.0, 116335.0)	(29.0, 145260.0)	(30.0, 178627.0)	(31.0, 217576.0)	(32.0, 261837.0)	(33.0, 315519.0)	(34.0, 382006.0)	(35.0, 474416.0)	(36.0, 617713.0)	(37.0, 877997.0)	(38.0, 1497442.0)	(39.0, 3771773.0)	(40.0, 6048869.0)				
WZP-14_S45_R2_001	(11.0, 25.0)	(12.0, 283.0)	(13.0, 1160.0)	(14.0, 3652.0)	(15.0, 10924.0)	(16.0, 24496.0)	(17.0, 39518.0)	(18.0, 50950.0)	(19.0, 63149.0)	(20.0, 76933.0)	(21.0, 94610.0)	(22.0, 114486.0)	(23.0, 137370.0)	(24.0, 165877.0)	(25.0, 200517.0)	(26.0, 239552.0)	(27.0, 283415.0)	(28.0, 327578.0)	(29.0, 379661.0)	(30.0, 444771.0)	(31.0, 527124.0)	(32.0, 638061.0)	(33.0, 788244.0)	(34.0, 994705.0)	(35.0, 1281459.0)	(36.0, 1668555.0)	(37.0, 2133651.0)	(38.0, 2434122.0)	(39.0, 1811872.0)	(40.0, 251290.0)	
WZP-1_S32_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 10.0)	(15.0, 44.0)	(16.0, 219.0)	(17.0, 570.0)	(18.0, 1375.0)	(19.0, 2747.0)	(20.0, 5921.0)	(21.0, 11504.0)	(22.0, 20298.0)	(23.0, 32701.0)	(24.0, 49987.0)	(25.0, 72965.0)	(26.0, 101454.0)	(27.0, 135123.0)	(28.0, 175069.0)	(29.0, 219602.0)	(30.0, 269437.0)	(31.0, 326238.0)	(32.0, 392730.0)	(33.0, 472711.0)	(34.0, 575978.0)	(35.0, 713625.0)	(36.0, 923753.0)	(37.0, 1299635.0)	(38.0, 2176854.0)	(39.0, 5241444.0)	(40.0, 8151289.0)		
WZP-1_S32_R2_001	(10.0, 1.0)	(11.0, 96.0)	(12.0, 1295.0)	(13.0, 4332.0)	(14.0, 11858.0)	(15.0, 29364.0)	(16.0, 61876.0)	(17.0, 93236.0)	(18.0, 113700.0)	(19.0, 132542.0)	(20.0, 154398.0)	(21.0, 181401.0)	(22.0, 213473.0)	(23.0, 251588.0)	(24.0, 296452.0)	(25.0, 351328.0)	(26.0, 413598.0)	(27.0, 479810.0)	(28.0, 549538.0)	(29.0, 631127.0)	(30.0, 730507.0)	(31.0, 855816.0)	(32.0, 1015913.0)	(33.0, 1224880.0)	(34.0, 1499000.0)	(35.0, 1855193.0)	(36.0, 2304570.0)	(37.0, 2776271.0)	(38.0, 2943011.0)	(39.0, 1962418.0)	(40.0, 234693.0)
WZP-2_S33_R1_001	(13.0, 2.0)	(14.0, 4.0)	(15.0, 21.0)	(16.0, 92.0)	(17.0, 243.0)	(18.0, 674.0)	(19.0, 1562.0)	(20.0, 3399.0)	(21.0, 6359.0)	(22.0, 11293.0)	(23.0, 18362.0)	(24.0, 28449.0)	(25.0, 41359.0)	(26.0, 58180.0)	(27.0, 78568.0)	(28.0, 100702.0)	(29.0, 127222.0)	(30.0, 156957.0)	(31.0, 189209.0)	(32.0, 230263.0)	(33.0, 276971.0)	(34.0, 336753.0)	(35.0, 421238.0)	(36.0, 551415.0)	(37.0, 790311.0)	(38.0, 1361349.0)	(39.0, 3405481.0)	(40.0, 5614029.0)			
WZP-2_S33_R2_001	(11.0, 38.0)	(12.0, 275.0)	(13.0, 1142.0)	(14.0, 3339.0)	(15.0, 9603.0)	(16.0, 20805.0)	(17.0, 33360.0)	(18.0, 44380.0)	(19.0, 54354.0)	(20.0, 67764.0)	(21.0, 83042.0)	(22.0, 100078.0)	(23.0, 120187.0)	(24.0, 144162.0)	(25.0, 172850.0)	(26.0, 207460.0)	(27.0, 244633.0)	(28.0, 287167.0)	(29.0, 336823.0)	(30.0, 396680.0)	(31.0, 474156.0)	(32.0, 576777.0)	(33.0, 713255.0)	(34.0, 901062.0)	(35.0, 1158555.0)	(36.0, 1501889.0)	(37.0, 1921740.0)	(38.0, 2241472.0)	(39.0, 1738069.0)	(40.0, 255350.0)	
WZP-3_S34_R1_001	(13.0, 1.0)	(14.0, 6.0)	(15.0, 23.0)	(16.0, 111.0)	(17.0, 315.0)	(18.0, 884.0)	(19.0, 2162.0)	(20.0, 4847.0)	(21.0, 9502.0)	(22.0, 16963.0)	(23.0, 27764.0)	(24.0, 43063.0)	(25.0, 62390.0)	(26.0, 87303.0)	(27.0, 116120.0)	(28.0, 150905.0)	(29.0, 188563.0)	(30.0, 232067.0)	(31.0, 281049.0)	(32.0, 336927.0)	(33.0, 405869.0)	(34.0, 493363.0)	(35.0, 612306.0)	(36.0, 797502.0)	(37.0, 1133876.0)	(38.0, 1924685.0)	(39.0, 4715883.0)	(40.0, 7426575.0)			
WZP-3_S34_R2_001	(11.0, 53.0)	(12.0, 448.0)	(13.0, 1897.0)	(14.0, 5937.0)	(15.0, 17061.0)	(16.0, 37824.0)	(17.0, 60081.0)	(18.0, 76091.0)	(19.0, 92000.0)	(20.0, 110221.0)	(21.0, 133150.0)	(22.0, 159244.0)	(23.0, 191221.0)	(24.0, 227554.0)	(25.0, 275211.0)	(26.0, 329430.0)	(27.0, 386878.0)	(28.0, 449461.0)	(29.0, 519131.0)	(30.0, 606289.0)	(31.0, 718695.0)	(32.0, 860345.0)	(33.0, 1051608.0)	(34.0, 1304263.0)	(35.0, 1640289.0)	(36.0, 2076278.0)	(37.0, 2572393.0)	(38.0, 2842040.0)	(39.0, 2049386.0)	(40.0, 276545.0)	
WZP-4_S35_R1_001	(12.0, 1.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 21.0)	(16.0, 63.0)	(17.0, 212.0)	(18.0, 581.0)	(19.0, 1323.0)	(20.0, 3224.0)	(21.0, 6258.0)	(22.0, 11355.0)	(23.0, 18506.0)	(24.0, 28693.0)	(25.0, 42380.0)	(26.0, 58557.0)	(27.0, 79138.0)	(28.0, 102359.0)	(29.0, 129003.0)	(30.0, 158029.0)	(31.0, 190211.0)	(32.0, 228944.0)	(33.0, 276084.0)	(34.0, 335388.0)	(35.0, 417250.0)	(36.0, 541228.0)	(37.0, 772059.0)	(38.0, 1313520.0)	(39.0, 3270156.0)	(40.0, 5421676.0)		
WZP-4_S35_R2_001	(11.0, 19.0)	(12.0, 240.0)	(13.0, 965.0)	(14.0, 3265.0)	(15.0, 9882.0)	(16.0, 22003.0)	(17.0, 35685.0)	(18.0, 46407.0)	(19.0, 56631.0)	(20.0, 69305.0)	(21.0, 84231.0)	(22.0, 102078.0)	(23.0, 123152.0)	(24.0, 147929.0)	(25.0, 178706.0)	(26.0, 213814.0)	(27.0, 252032.0)	(28.0, 293761.0)	(29.0, 341691.0)	(30.0, 402782.0)	(31.0, 479994.0)	(32.0, 580516.0)	(33.0, 713217.0)	(34.0, 897060.0)	(35.0, 1143254.0)	(36.0, 1467282.0)	(37.0, 1852380.0)	(38.0, 2107068.0)	(39.0, 1563717.0)	(40.0, 217154.0)	
WZP-5_S36_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 3.0)	(15.0, 25.0)	(16.0, 100.0)	(17.0, 348.0)	(18.0, 838.0)	(19.0, 1899.0)	(20.0, 4386.0)	(21.0, 8559.0)	(22.0, 14875.0)	(23.0, 23982.0)	(24.0, 36412.0)	(25.0, 53041.0)	(26.0, 73671.0)	(27.0, 97780.0)	(28.0, 125346.0)	(29.0, 157386.0)	(30.0, 192503.0)	(31.0, 233278.0)	(32.0, 280555.0)	(33.0, 337827.0)	(34.0, 410314.0)	(35.0, 507219.0)	(36.0, 654807.0)	(37.0, 922421.0)	(38.0, 1539360.0)	(39.0, 3650711.0)	(40.0, 5601206.0)		
WZP-5_S36_R2_001	(10.0, 1.0)	(11.0, 67.0)	(12.0, 831.0)	(13.0, 3502.0)	(14.0, 9791.0)	(15.0, 24359.0)	(16.0, 49277.0)	(17.0, 73289.0)	(18.0, 88005.0)	(19.0, 101817.0)	(20.0, 117009.0)	(21.0, 137349.0)	(22.0, 160802.0)	(23.0, 187106.0)	(24.0, 219132.0)	(25.0, 256949.0)	(26.0, 299822.0)	(27.0, 346444.0)	(28.0, 397935.0)	(29.0, 454161.0)	(30.0, 522336.0)	(31.0, 608688.0)	(32.0, 717504.0)	(33.0, 852709.0)	(34.0, 1030587.0)	(35.0, 1259209.0)	(36.0, 1549970.0)	(37.0, 1861218.0)	(38.0, 1997289.0)	(39.0, 1411213.0)	(40.0, 190483.0)
WZP-6_S37_R1_001	(14.0, 2.0)	(15.0, 13.0)	(16.0, 88.0)	(17.0, 231.0)	(18.0, 586.0)	(19.0, 1486.0)	(20.0, 3426.0)	(21.0, 6986.0)	(22.0, 12434.0)	(23.0, 20143.0)	(24.0, 31418.0)	(25.0, 45692.0)	(26.0, 62611.0)	(27.0, 83726.0)	(28.0, 107772.0)	(29.0, 135312.0)	(30.0, 165385.0)	(31.0, 199956.0)	(32.0, 240346.0)	(33.0, 288175.0)	(34.0, 350584.0)	(35.0, 431835.0)	(36.0, 559863.0)	(37.0, 788014.0)	(38.0, 1317809.0)	(39.0, 3205194.0)	(40.0, 5154838.0)				
WZP-6_S37_R2_001	(10.0, 4.0)	(11.0, 45.0)	(12.0, 439.0)	(13.0, 1719.0)	(14.0, 5258.0)	(15.0, 14079.0)	(16.0, 30701.0)	(17.0, 47634.0)	(18.0, 59642.0)	(19.0, 70007.0)	(20.0, 83276.0)	(21.0, 98943.0)	(22.0, 118377.0)	(23.0, 140566.0)	(24.0, 168137.0)	(25.0, 200465.0)	(26.0, 237636.0)	(27.0, 277038.0)	(28.0, 319985.0)	(29.0, 369754.0)	(30.0, 431091.0)	(31.0, 508062.0)	(32.0, 605889.0)	(33.0, 736329.0)	(34.0, 910010.0)	(35.0, 1138485.0)	(36.0, 1433506.0)	(37.0, 1765929.0)	(38.0, 1928465.0)	(39.0, 1342004.0)	(40.0, 170450.0)
WZP-7_S38_R1_001	(12.0, 1.0)	(13.0, 0.0)	(14.0, 4.0)	(15.0, 14.0)	(16.0, 58.0)	(17.0, 208.0)	(18.0, 573.0)	(19.0, 1414.0)	(20.0, 3289.0)	(21.0, 6507.0)	(22.0, 12066.0)	(23.0, 19481.0)	(24.0, 30277.0)	(25.0, 44351.0)	(26.0, 61639.0)	(27.0, 81684.0)	(28.0, 105417.0)	(29.0, 131837.0)	(30.0, 161682.0)	(31.0, 195097.0)	(32.0, 234987.0)	(33.0, 283813.0)	(34.0, 343887.0)	(35.0, 425994.0)	(36.0, 558140.0)	(37.0, 797038.0)	(38.0, 1358065.0)	(39.0, 3281803.0)	(40.0, 5187958.0)		
WZP-7_S38_R2_001	(11.0, 23.0)	(12.0, 298.0)	(13.0, 1223.0)	(14.0, 3776.0)	(15.0, 10450.0)	(16.0, 23136.0)	(17.0, 37437.0)	(18.0, 48642.0)	(19.0, 59412.0)	(20.0, 72992.0)	(21.0, 88654.0)	(22.0, 106542.0)	(23.0, 127875.0)	(24.0, 153320.0)	(25.0, 185362.0)	(26.0, 221088.0)	(27.0, 260099.0)	(28.0, 302834.0)	(29.0, 352333.0)	(30.0, 414284.0)	(31.0, 493750.0)	(32.0, 594957.0)	(33.0, 730848.0)	(34.0, 906526.0)	(35.0, 1144547.0)	(36.0, 1446540.0)	(37.0, 1805372.0)	(38.0, 2032544.0)	(39.0, 1497430.0)	(40.0, 204990.0)	
WZP-8_S39_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 6.0)	(15.0, 22.0)	(16.0, 82.0)	(17.0, 267.0)	(18.0, 673.0)	(19.0, 1700.0)	(20.0, 3843.0)	(21.0, 7593.0)	(22.0, 13481.0)	(23.0, 22347.0)	(24.0, 34432.0)	(25.0, 50702.0)	(26.0, 70875.0)	(27.0, 95433.0)	(28.0, 123186.0)	(29.0, 155345.0)	(30.0, 192083.0)	(31.0, 233404.0)	(32.0, 281001.0)	(33.0, 338310.0)	(34.0, 413015.0)	(35.0, 513087.0)	(36.0, 670395.0)	(37.0, 961466.0)	(38.0, 1650745.0)	(39.0, 4133283.0)	(40.0, 6726592.0)		
WZP-8_S39_R2_001	(11.0, 49.0)	(12.0, 422.0)	(13.0, 1673.0)	(14.0, 5119.0)	(15.0, 14005.0)	(16.0, 30632.0)	(17.0, 47832.0)	(18.0, 61920.0)	(19.0, 75564.0)	(20.0, 91893.0)	(21.0, 110830.0)	(22.0, 133679.0)	(23.0, 160585.0)	(24.0, 192729.0)	(25.0, 230415.0)	(26.0, 275283.0)	(27.0, 325624.0)	(28.0, 379796.0)	(29.0, 444078.0)	(30.0, 525327.0)	(31.0, 626768.0)	(32.0, 759047.0)	(33.0, 938204.0)	(34.0, 1174243.0)	(35.0, 1489492.0)	(36.0, 1889318.0)	(37.0, 2327851.0)	(38.0, 2507961.0)	(39.0, 1677060.0)	(40.0, 195971.0)	
WZP-9_S40_R1_001	(14.0, 4.0)	(15.0, 42.0)	(16.0, 224.0)	(17.0, 520.0)	(18.0, 1276.0)	(19.0, 2946.0)	(20.0, 6322.0)	(21.0, 12382.0)	(22.0, 21615.0)	(23.0, 34581.0)	(24.0, 52911.0)	(25.0, 77047.0)	(26.0, 106808.0)	(27.0, 142237.0)	(28.0, 183056.0)	(29.0, 227617.0)	(30.0, 279702.0)	(31.0, 337506.0)	(32.0, 406240.0)	(33.0, 487490.0)	(34.0, 593358.0)	(35.0, 738681.0)	(36.0, 964229.0)	(37.0, 1373619.0)	(38.0, 2330735.0)	(39.0, 5535133.0)	(40.0, 8331423.0)				
