Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
WZP-11_S42_R2_001 - illumina_universal_adapter	(1, 3.7634742256397746e-06)	(2, 1.1290422676919324e-05)	(3, 1.8817371128198875e-05)	(4, 2.6344319579478424e-05)	(5, 5.268863915895685e-05)	(6, 5.268863915895685e-05)	(7, 5.645211338459662e-05)	(8, 7.150601028715572e-05)	(9, 7.52694845127955e-05)	(10, 0.00013096890305226418)	(15, 0.00046892888851471587)	(20, 0.0012916243542395705)	(25, 0.003104866236152814)	(30, 0.0060486557754482456)	(35, 0.010196757066948406)	(40, 0.016350790120714567)	(45, 0.025404956412758733)	(50, 0.03747216016985011)	(55, 0.05352714121642939)	(60, 0.07386043976271596)	(65, 0.0992819554620675)	(70, 0.1311804103037451)	(75, 0.1708135573739576)	(80, 0.21827999969741668)	(85, 0.2739899559647171)	(90, 0.33854407666227104)	(95, 0.4113168723737771)	(100, 0.4910686546893096)	(105, 0.5817819320344404)	(110, 0.6918981770972797)	(115, 0.8189861855280641)	(120, 0.9629985375515506)	(125, 1.1273261234450405)	(130, 1.3167756524895213)	(135, 1.5318837961095686)	(140, 1.6722508469981006)
WZP-11_S42_R2_001 - polya	(1, 0.008102760007802435)	(2, 0.020812012467787952)	(3, 0.03091694076363075)	(4, 0.040464874874078856)	(5, 0.05101389312854714)	(6, 0.06186398932106661)	(7, 0.07167160315308387)	(8, 0.08010931236696825)	(9, 0.0889986384879294)	(10, 0.11568693961163128)	(15, 0.15492793266753208)	(20, 0.19077427197190583)	(25, 0.2249421017716442)	(30, 0.25808400849747315)	(35, 0.29210656819210185)	(40, 0.3261389129197172)	(45, 0.36018179537516437)	(50, 0.39326724998760876)	(55, 0.42629023092790747)	(60, 0.46030601636893004)	(65, 0.49332297575046785)	(70, 0.5263978926350804)	(75, 0.5597249622928109)	(80, 0.5929255792165599)	(85, 0.6262232937753303)	(90, 0.6600712282658894)	(95, 0.693182274503068)	(100, 0.7253614845219784)	(105, 0.759801789855653)	(110, 0.7981199790314271)	(115, 0.838292055610751)	(120, 0.8805611400286016)	(125, 0.9245042177820167)	(130, 0.9719029175694143)	(135, 1.0224493871991371)	(140, 1.0567421643431667)
WZP-12_S43_R1_001 - illumina_universal_adapter	(1, 4.916394015745538e-06)	(2, 4.916394015745538e-06)	(3, 9.832788031491076e-06)	(4, 2.458197007872769e-05)	(5, 2.949836409447323e-05)	(6, 3.4414758110218766e-05)	(7, 3.4414758110218766e-05)	(8, 3.9331152125964305e-05)	(9, 4.916394015745538e-05)	(10, 7.276263143303396e-05)	(15, 0.00016027444491330457)	(20, 0.000274334786078601)	(25, 0.00045820792226748425)	(30, 0.0007885896001255844)	(35, 0.0015702962486291252)	(40, 0.0030176826468646116)	(45, 0.005318555046233524)	(50, 0.008986184981979695)	(55, 0.014405034466134429)	(60, 0.021965465183547916)	(65, 0.03325940551651856)	(70, 0.04913050867814831)	(75, 0.0706308829878067)	(80, 0.09937507224026457)	(85, 0.13731193502336345)	(90, 0.18475907039052047)	(95, 0.24287084765663275)	(100, 0.3132136299551168)	(105, 0.39867432385201834)	(110, 0.500548890809888)	(115, 0.6219149934825822)	(120, 0.7645051691212502)	(125, 0.9328021857894482)	(130, 1.1356260543514243)	(135, 1.3772412549764357)	(140, 1.5435117340313433)
WZP-12_S43_R1_001 - polya	(1, 0.005491612115587767)	(2, 0.01588978545888958)	(3, 0.025270265240932066)	(4, 0.0337707104941561)	(5, 0.042285904929427374)	(6, 0.05049628293572243)	(7, 0.05797903462768714)	(8, 0.0641294435413848)	(9, 0.07063874921823189)	(10, 0.08990413080833236)	(15, 0.11806031933650707)	(20, 0.1433964642572501)	(25, 0.16711118243160028)	(30, 0.19001371231454933)	(35, 0.2134422963571831)	(40, 0.2370508204207932)	(45, 0.26134173997378873)	(50, 0.28489716698202877)	(55, 0.30897471503474094)	(60, 0.33305816276027206)	(65, 0.3574120121566692)	(70, 0.38136173396497197)	(75, 0.4057195164765816)	(80, 0.4305433731408841)	(85, 0.45529151733734397)	(90, 0.47980662445745753)	(95, 0.5052273313552713)	(100, 0.5307021185872584)	(105, 0.5577324528858274)	(110, 0.5842170674486485)	(115, 0.6119799444555637)	(120, 0.6417378941540682)	(125, 0.672215603936478)	(130, 0.7045448277052175)	(135, 0.7403440423702703)	(140, 0.7643812759920533)
WZP-12_S43_R2_001 - illumina_universal_adapter	(1, 4.916394015745538e-06)	(2, 1.4749182047236615e-05)	(3, 1.9665576062982152e-05)	(4, 2.458197007872769e-05)	(5, 3.9331152125964305e-05)	(6, 4.916394015745538e-05)	(7, 5.408033417320092e-05)	(8, 6.3913122204692e-05)	(9, 6.3913122204692e-05)	(10, 0.00013569247483457688)	(15, 0.0004296928369761601)	(20, 0.0010835732410703167)	(25, 0.002503427832817628)	(30, 0.004886895651651065)	(35, 0.00851814427168072)	(40, 0.014030405242134619)	(45, 0.021229972638792383)	(50, 0.03105981083387401)	(55, 0.043632013610938505)	(60, 0.058883651126584315)	(65, 0.07903988331233787)	(70, 0.10498074469701764)	(75, 0.13776424327281206)	(80, 0.17869912312671254)	(85, 0.22907446276964763)	(90, 0.28909773402908173)	(95, 0.35822518372687345)	(100, 0.4352296799166927)	(105, 0.5266588761487092)	(110, 0.6395097843861325)	(115, 0.77171161946953)	(120, 0.9243096067666494)	(125, 1.1009841588376779)	(130, 1.3091226493306747)	(135, 1.550874525709324)	(140, 1.7133436489112572)
WZP-12_S43_R2_001 - polya	(1, 0.008470946889129563)	(2, 0.021469892666760765)	(3, 0.03218763162108604)	(4, 0.042561222994309124)	(5, 0.053441202951154)	(6, 0.06484232067366791)	(7, 0.07526999238106419)	(8, 0.08533876732531105)	(9, 0.09552061933192006)	(10, 0.12405242036289772)	(15, 0.16630194397660858)	(20, 0.20488973732739219)	(25, 0.24269090763565643)	(30, 0.279300344034504)	(35, 0.3164161690169734)	(40, 0.3535546094119152)	(45, 0.3906537186547311)	(50, 0.4271490947124133)	(55, 0.463653320279324)	(60, 0.500035619274644)	(65, 0.5363992359727044)	(70, 0.5724570529629853)	(75, 0.6084126089577386)	(80, 0.6441774088646812)	(85, 0.6801250986290094)	(90, 0.7167581337191326)	(95, 0.7525622647782011)	(100, 0.7866643402290184)	(105, 0.8229188129799292)	(110, 0.8631123006162552)	(115, 0.9025899612838888)	(120, 0.942963388941191)	(125, 0.9858913749290747)	(130, 1.0314289828605163)	(135, 1.0793244933619093)	(140, 1.111699931234397)
WZP-13_S44_R1_001 - illumina_universal_adapter	(1, 1.4549833251636019e-05)	(2, 1.4549833251636019e-05)	(3, 1.4549833251636019e-05)	(4, 1.4549833251636019e-05)	(5, 2.182474987745403e-05)	(6, 2.9099666503272038e-05)	(7, 3.6374583129090046e-05)	(8, 4.364949975490806e-05)	(9, 4.364949975490806e-05)	(10, 9.457391613563413e-05)	(15, 0.00013967839921570578)	(20, 0.00021824749877454025)	(25, 0.00042776509759809896)	(30, 0.0008657150784723433)	(35, 0.0017939944399267213)	(40, 0.003721847345768493)	(45, 0.007270551675842519)	(50, 0.012878057411023042)	(55, 0.021047788781816665)	(60, 0.03353154571172037)	(65, 0.05022020445134688)	(70, 0.07252364384277973)	(75, 0.10265198355694245)	(80, 0.14230464411762608)	(85, 0.19239390006970827)	(90, 0.25662122899240514)	(95, 0.3376798050205946)	(100, 0.43701733656281433)	(105, 0.5556057524802738)	(110, 0.6981402839632755)	(115, 0.8673955842129072)	(120, 1.069975822542086)	(125, 1.3079107006894148)	(130, 1.58467617381871)	(135, 1.908514722467023)	(140, 2.124944947068434)
WZP-13_S44_R1_001 - polya	(1, 0.0050124175551886085)	(2, 0.01363319375678295)	(3, 0.021446454212911494)	(4, 0.028495848423329143)	(5, 0.03601811221442497)	(6, 0.043031131841713526)	(7, 0.049185711307155565)	(8, 0.054358177028112166)	(9, 0.0596615912483335)	(10, 0.07511496914489611)	(15, 0.09863186462951543)	(20, 0.11987171121025367)	(25, 0.13934375305091815)	(30, 0.15812031286215447)	(35, 0.1777043884188565)	(40, 0.19803050547139203)	(45, 0.218084540642122)	(50, 0.23804400189671626)	(55, 0.25792198408510136)	(60, 0.2783543149203739)	(65, 0.2987444512392166)	(70, 0.3189076101593337)	(75, 0.3384320313997041)	(80, 0.3586839443026563)	(85, 0.3799165159667688)	(90, 0.4014313543959629)	(95, 0.42341615243918496)	(100, 0.44590437471291355)	(105, 0.469173923032255)	(110, 0.4922048540862697)	(115, 0.5173964353781524)	(120, 0.54476758169113)	(125, 0.5741524249261342)	(130, 0.6064035853117106)	(135, 0.6414279439150488)	(140, 0.6653056752643086)
WZP-13_S44_R2_001 - illumina_universal_adapter	(1, 7.2749166258180094e-06)	(2, 7.2749166258180094e-06)	(3, 7.2749166258180094e-06)	(4, 2.182474987745403e-05)	(5, 2.182474987745403e-05)	(6, 3.6374583129090046e-05)	(7, 3.6374583129090046e-05)	(8, 4.364949975490806e-05)	(9, 5.092441638072607e-05)	(10, 0.00010184883276145214)	(15, 0.00031427639823533804)	(20, 0.0009457391613563414)	(25, 0.0024647417528271412)	(30, 0.004898928855825847)	(35, 0.008571306768538779)	(40, 0.014024584271251958)	(45, 0.02215939604224166)	(50, 0.03288989806532322)	(55, 0.047273863217890594)	(60, 0.06706454640676592)	(65, 0.09173524366823994)	(70, 0.12308285940888974)	(75, 0.1630978108175391)	(80, 0.21348097340130434)	(85, 0.2744447747256592)	(90, 0.35000351378473027)	(95, 0.43971342066434244)	(100, 0.542650580953017)	(105, 0.6641576934207546)	(110, 0.8157451311529245)	(115, 0.9935266336880145)	(120, 1.2039215874566467)	(125, 1.4472108042405778)	(130, 1.725923045058942)	(135, 2.046191064627304)	(140, 2.2552896282532156)
WZP-13_S44_R2_001 - polya	(1, 0.007776885872999452)	(2, 0.019904171888238075)	(3, 0.02938338825167894)	(4, 0.038025989203150735)	(5, 0.048036274480276316)	(6, 0.057682813926111)	(7, 0.06720567978930678)	(8, 0.07547725999286185)	(9, 0.0845490810252569)	(10, 0.11021789684779318)	(15, 0.14857125729910572)	(20, 0.1833497237204913)	(25, 0.21771060992755492)	(30, 0.251079197506857)	(35, 0.2846529377350071)	(40, 0.31807681468066534)	(45, 0.3508663188965523)	(50, 0.3834012010305356)	(55, 0.4152376911684404)	(60, 0.44728369890516867)	(65, 0.4783286781141845)	(70, 0.5095948147886251)	(75, 0.5414458547597816)	(80, 0.5737290247785115)	(85, 0.6054753059502562)	(90, 0.6381964259498604)	(95, 0.6703079079362211)	(100, 0.7018490364591177)	(105, 0.735176884505315)	(110, 0.7714539837516192)	(115, 0.8093766691386832)	(120, 0.8509615475551844)	(125, 0.8941250828794877)	(130, 0.9393721543254253)	(135, 0.9898513458086514)	(140, 1.0250066529112543)
WZP-14_S45_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 6.584141042835763e-06)	(4, 1.975242312850729e-05)	(5, 4.6088987299850344e-05)	(6, 9.217797459970069e-05)	(7, 9.876211564253645e-05)	(8, 0.00010534625668537221)	(9, 0.00011193039772820797)	(10, 0.00013958379010811818)	(15, 0.00020674202874504296)	(20, 0.0003726623830245042)	(25, 0.0007400574532147398)	(30, 0.0013234123496099885)	(35, 0.002783774832910961)	(40, 0.005846717246038158)	(45, 0.011653929645819301)	(50, 0.020450342079047883)	(55, 0.03295362591939299)	(60, 0.05062414365015562)	(65, 0.07487616876733687)	(70, 0.10560040452962567)	(75, 0.14432042117433425)	(80, 0.191947463821791)	(85, 0.24962190570061518)	(90, 0.31849860514972017)	(95, 0.3982536224297982)	(100, 0.4914587230321813)	(105, 0.59963879402239)	(110, 0.7231348939064433)	(115, 0.8653286375239416)	(120, 1.0275342194270347)	(125, 1.214160380458006)	(130, 1.4345855711182705)	(135, 1.6934107891685612)	(140, 1.8691718006506448)
WZP-14_S45_R1_001 - polya	(1, 0.004332364806185932)	(2, 0.01268105564850168)	(3, 0.019732670705378784)	(4, 0.025915179144601563)	(5, 0.0329733783425215)	(6, 0.039320490307815176)	(7, 0.04545690975973811)	(8, 0.05053328250376448)	(9, 0.05537262617024877)	(10, 0.06998810245713559)	(15, 0.09148005564916009)	(20, 0.11080055912525735)	(25, 0.12907813466016943)	(30, 0.14629961397181063)	(35, 0.162954857153768)	(40, 0.18040283091728276)	(45, 0.1987949705063402)	(50, 0.21677625969432465)	(55, 0.23513811223458508)	(60, 0.25341963825412284)	(65, 0.27177885713796607)	(70, 0.2894283056173916)	(75, 0.30792710829134295)	(80, 0.32671297951476197)	(85, 0.34546724686117536)	(90, 0.3644085038132053)	(95, 0.383532799886226)	(100, 0.4033576485662046)	(105, 0.42410822747680577)	(110, 0.4469420286133602)	(115, 0.4718511510066164)	(120, 0.4997573744025715)	(125, 0.5307344411809052)	(130, 0.5655882502052606)	(135, 0.6048244635077275)	(140, 0.630964820275994)
WZP-14_S45_R2_001 - illumina_universal_adapter	(1, 6.584141042835763e-06)	(2, 1.3168282085671526e-05)	(3, 1.3168282085671526e-05)	(4, 2.6336564171343052e-05)	(5, 5.2673128342686104e-05)	(6, 6.584141042835764e-05)	(7, 7.242555147119339e-05)	(8, 7.900969251402916e-05)	(9, 8.559383355686492e-05)	(10, 0.00010666308489393939)	(15, 0.0002976031751361765)	(20, 0.0009481163101683499)	(25, 0.002440082670474934)	(30, 0.005089541026112045)	(35, 0.009491697727352037)	(40, 0.016491956484095023)	(45, 0.02731101704568275)	(50, 0.042167472894737365)	(55, 0.0616934015713711)	(60, 0.08731887851008789)	(65, 0.12038443482720909)	(70, 0.1612311290287536)	(75, 0.21161297628853287)	(80, 0.27166560991202926)	(85, 0.34235426497612265)	(90, 0.4244940581419159)	(95, 0.5142148313044304)	(100, 0.6128505314389443)	(105, 0.7254498778971044)	(110, 0.8594621678547749)	(115, 1.011778369911529)	(120, 1.1831411751769982)	(125, 1.3777499488083034)	(130, 1.603308135825562)	(135, 1.8623058583711756)	(140, 2.033834583990924)
WZP-14_S45_R2_001 - polya	(1, 0.0063010229779938256)	(2, 0.017309706801615223)	(3, 0.025994188837115594)	(4, 0.03456674047488776)	(5, 0.043461915023758874)	(6, 0.05282456358667133)	(7, 0.06173290641762812)	(8, 0.06924541134750373)	(9, 0.07694227222657873)	(10, 0.09973788534508472)	(15, 0.13334202439950987)	(20, 0.16439678404214905)	(25, 0.19410706208384113)	(30, 0.22318657941362954)	(35, 0.2521093941865985)	(40, 0.2808531203232023)	(45, 0.30996160787357924)	(50, 0.3389068087260938)	(55, 0.36685648745293165)	(60, 0.39457572124327017)	(65, 0.4227834982989872)	(70, 0.4504447916481487)	(75, 0.478569608526726)	(80, 0.5068405933364543)	(85, 0.535133964225728)	(90, 0.5631363160809085)	(95, 0.5916627655630988)	(100, 0.6203762046509056)	(105, 0.6515995183042413)	(110, 0.6868338906808725)	(115, 0.7252062646785193)	(120, 0.7667956499896957)	(125, 0.8109199296023639)	(130, 0.8584942991214781)	(135, 0.9098097775811315)	(140, 0.9454629013280871)
WZP-1_S32_R1_001 - illumina_universal_adapter	(1, 9.357475933156741e-06)	(2, 1.8714951866313483e-05)	(3, 2.3393689832891857e-05)	(4, 2.8072427799470227e-05)	(5, 3.7429903732626965e-05)	(6, 4.210864169920534e-05)	(7, 5.146611763236208e-05)	(8, 5.146611763236208e-05)	(9, 7.018106949867557e-05)	(10, 8.328153580509501e-05)	(15, 0.00012913316787756306)	(20, 0.00026575231650165145)	(25, 0.0005446050993097224)	(30, 0.0011434835590317539)	(35, 0.0024497871993004352)	(40, 0.005401135108618072)	(45, 0.01066003658305216)	(50, 0.018932045307962723)	(55, 0.03050537154209098)	(60, 0.04681170910320992)	(65, 0.06835355444893006)	(70, 0.09570171361117394)	(75, 0.1305283675391967)	(80, 0.17377674980706054)	(85, 0.22521385926402981)	(90, 0.28493794940740275)	(95, 0.35323161601036057)	(100, 0.4307714045828706)	(105, 0.5181262496616688)	(110, 0.6177028940567629)	(115, 0.7290783798559743)	(120, 0.8546360561794784)	(125, 0.9968781120918007)	(130, 1.1592986291063823)	(135, 1.34241320414714)	(140, 1.4624752348551007)
WZP-1_S32_R1_001 - polya	(1, 0.0062461151853821254)	(2, 0.018148824572357503)	(3, 0.027506300505514242)	(4, 0.03670469934780732)	(5, 0.04556155031854018)	(6, 0.05413299827331176)	(7, 0.06193713320156448)	(8, 0.06876341189480233)	(9, 0.07518731912291442)	(10, 0.09430277095916702)	(15, 0.12247813099390197)	(20, 0.14717438147668924)	(25, 0.16970811927132398)	(30, 0.19191621690348487)	(35, 0.21458563809915038)	(40, 0.23750022516426467)	(45, 0.2610951007297194)	(50, 0.28413694946752455)	(55, 0.3072836019357811)	(60, 0.33092432913330827)	(65, 0.3542366089255816)	(70, 0.37794377420223424)	(75, 0.40158356565216813)	(80, 0.42550220988491005)	(85, 0.44986814146725684)	(90, 0.4739935859181216)	(95, 0.4989546529698172)	(100, 0.5245866510459202)	(105, 0.5514875228585592)	(110, 0.5797648793809655)	(115, 0.6103834763818478)	(120, 0.6434668325435233)	(125, 0.6787959829291565)	(130, 0.7170390513203749)	(135, 0.7582624757963037)	(140, 0.785920367411935)
WZP-1_S32_R2_001 - illumina_universal_adapter	(1, 1.4036213899735114e-05)	(2, 1.8714951866313483e-05)	(3, 2.8072427799470227e-05)	(4, 3.7429903732626965e-05)	(5, 4.6787379665783714e-05)	(6, 5.146611763236208e-05)	(7, 7.485980746525393e-05)	(8, 9.357475933156743e-05)	(9, 0.00010761097323130254)	(10, 0.00015439835289708624)	(15, 0.0004351226308917885)	(20, 0.0012248935996502174)	(25, 0.003161891117813663)	(30, 0.006310681769320907)	(35, 0.011029656882411852)	(40, 0.01870465864278701)	(45, 0.029742737253538702)	(50, 0.04534258538170431)	(55, 0.06558280582512235)	(60, 0.0916386975609973)	(65, 0.12384806547051612)	(70, 0.16338901577366322)	(75, 0.2118635483501951)	(80, 0.26977696690050224)	(85, 0.3364480471766506)	(90, 0.4119039258588467)	(95, 0.49343187067406813)	(100, 0.579923020724236)	(105, 0.6765099515586865)	(110, 0.7903408390427583)	(115, 0.9158985153662622)	(120, 1.054925342547952)	(125, 1.2087978052975945)	(130, 1.3802492223352658)	(135, 1.5681651182773262)	(140, 1.6879249025126462)
WZP-1_S32_R2_001 - polya	(1, 0.009989105558644823)	(2, 0.025227755115790576)	(3, 0.03603096108062004)	(4, 0.04689966937698159)	(5, 0.058236251470000985)	(6, 0.0698067704613493)	(7, 0.0806006189502456)	(8, 0.0907862315034867)	(9, 0.10110284871979203)	(10, 0.13015219700668382)	(15, 0.1710584030484785)	(20, 0.2086090182206432)	(25, 0.24477940569266726)	(30, 0.2797380000313475)	(35, 0.31552566673770555)	(40, 0.3509848860388097)	(45, 0.38656762402223144)	(50, 0.4218116213768731)	(55, 0.45693865028235015)	(60, 0.4925167095278054)	(65, 0.5275305129744913)	(70, 0.5629186154585034)	(75, 0.5985079036750786)	(80, 0.6341290073098262)	(85, 0.6695311460077381)	(90, 0.7053422064039291)	(95, 0.7403728533072946)	(100, 0.7750226509401807)	(105, 0.812587302326245)	(110, 0.8551797255311946)	(115, 0.898242829775582)	(120, 0.9433767434439769)	(125, 0.9914966276826421)	(130, 1.0432481483309655)	(135, 1.0980764070661109)	(140, 1.135492274584838)
WZP-2_S33_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 7.240884757915862e-06)	(3, 1.4481769515831724e-05)	(4, 2.1722654273747586e-05)	(5, 2.1722654273747586e-05)	(6, 2.1722654273747586e-05)	(7, 2.1722654273747586e-05)	(8, 4.344530854749517e-05)	(9, 4.344530854749517e-05)	(10, 7.240884757915862e-05)	(15, 0.00014336951820673405)	(20, 0.00026067185128497103)	(25, 0.00053872182598894)	(30, 0.0011701269768792035)	(35, 0.0027877406317976068)	(40, 0.006070757781036659)	(45, 0.011802642155402856)	(50, 0.02086243716450718)	(55, 0.03413353074881538)	(60, 0.052968520181106114)	(65, 0.07869972825683592)	(70, 0.11369782064574645)	(75, 0.16010465105922922)	(80, 0.22058052055734248)	(85, 0.2949748187371216)	(90, 0.387907230074117)	(95, 0.5014037541235934)	(100, 0.6394758410414362)	(105, 0.7994733270062483)	(110, 0.9864445568712485)	(115, 1.202796400729968)	(120, 1.4533498396542275)	(125, 1.741542845727085)	(130, 2.0747871885867437)	(135, 2.4565425629705353)	(140, 2.7086918928954393)
WZP-2_S33_R1_001 - polya	(1, 0.0038955959997587337)	(2, 0.011650583575486623)	(3, 0.017711204117862197)	(4, 0.023286685381457412)	(5, 0.029303860615285494)	(6, 0.03494450984170195)	(7, 0.03997692474845348)	(8, 0.04379287101587513)	(9, 0.04792017532788717)	(10, 0.05993714767212434)	(15, 0.07708066642496593)	(20, 0.09198530361065994)	(25, 0.10662492441421423)	(30, 0.12083009213229357)	(35, 0.13485134137752183)	(40, 0.1496922587773462)	(45, 0.16423919625599917)	(50, 0.17878178920379736)	(55, 0.19307964024677804)	(60, 0.20822177845253168)	(65, 0.22405180071028732)	(70, 0.2391432527227356)	(75, 0.2546850877671262)	(80, 0.27020809651114625)	(85, 0.28574993155553685)	(90, 0.30135114185494233)	(95, 0.3177922947862661)	(100, 0.33472148335027335)	(105, 0.3531220196970892)	(110, 0.37242766663864446)	(115, 0.39434872115475894)	(120, 0.41968457692270655)	(125, 0.4480514670503178)	(130, 0.4807208909010825)	(135, 0.5189628996615393)	(140, 0.5470560843453013)
WZP-2_S33_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 7.240884757915862e-06)	(4, 7.240884757915862e-06)	(5, 7.240884757915862e-06)	(6, 7.240884757915862e-06)	(7, 2.1722654273747586e-05)	(8, 2.8963539031663448e-05)	(9, 3.620442378957931e-05)	(10, 7.964973233707448e-05)	(15, 0.0003012208059292998)	(20, 0.0009007660638847331)	(25, 0.0023315648920489073)	(30, 0.004862978203416292)	(35, 0.009030831470072663)	(40, 0.015456392604247199)	(45, 0.02503029043116355)	(50, 0.03884300219536385)	(55, 0.05755055205591527)	(60, 0.08231148157408434)	(65, 0.11447983619960138)	(70, 0.15669274616129925)	(75, 0.21128177635122697)	(80, 0.2800354253045896)	(85, 0.3629841047373706)	(90, 0.4650298936306788)	(95, 0.5838759833393035)	(100, 0.7206881563092689)	(105, 0.8777299131158998)	(110, 1.0699305099530667)	(115, 1.2916333676478862)	(120, 1.546111366110936)	(125, 1.8353470595889334)	(130, 2.164103502075636)	(135, 2.53422567100736)	(140, 2.774192936415546)
WZP-2_S33_R2_001 - polya	(1, 0.005742021613027278)	(2, 0.01548825249718203)	(3, 0.023250480957667834)	(4, 0.030071394399624574)	(5, 0.037688805164952065)	(6, 0.04498037611617334)	(7, 0.05251089626440583)	(8, 0.058513589728718084)	(9, 0.06550104352010688)	(10, 0.08507749955160822)	(15, 0.11528936711553636)	(20, 0.14320152968035044)	(25, 0.16894721952559605)	(30, 0.1931534972713088)	(35, 0.21694270005496558)	(40, 0.24110698066908237)	(45, 0.26536394460810053)	(50, 0.28957746323857114)	(55, 0.3138677352474757)	(60, 0.3378871981664342)	(65, 0.36093348617392884)	(70, 0.3848095795746806)	(75, 0.4082555644208122)	(80, 0.43188401956284317)	(85, 0.45596285773681655)	(90, 0.4806499302304549)	(95, 0.5063159703433635)	(100, 0.5318285036994042)	(105, 0.5594959243594008)	(110, 0.5913833326563107)	(115, 0.6254343173188858)	(120, 0.6631694641462884)	(125, 0.70500150356972)	(130, 0.752675488815838)	(135, 0.8047157275709793)	(140, 0.842013524959004)
WZP-3_S34_R1_001 - illumina_universal_adapter	(1, 5.2435569269903915e-06)	(2, 1.0487113853980783e-05)	(3, 2.0974227707961566e-05)	(4, 2.6217784634951955e-05)	(5, 2.6217784634951955e-05)	(6, 3.6704898488932736e-05)	(7, 5.243556926990391e-05)	(8, 5.7679126196894305e-05)	(9, 5.7679126196894305e-05)	(10, 9.018917914423474e-05)	(15, 0.00014891701672652713)	(20, 0.00029363918791146194)	(25, 0.0005715477050419526)	(30, 0.0011200237596051476)	(35, 0.00222117071427313)	(40, 0.0043112525053715)	(45, 0.007699638991592689)	(50, 0.013007167313092363)	(55, 0.020583058361208082)	(60, 0.031215943097759196)	(65, 0.04550253830103722)	(70, 0.06551929251413033)	(75, 0.09183355859653893)	(80, 0.12607083919562995)	(85, 0.17013139934174487)	(90, 0.2237278921152844)	(95, 0.28846694335867856)	(100, 0.36822354164097326)	(105, 0.46260442019264414)	(110, 0.5743561541320488)	(115, 0.7037440674396928)	(120, 0.853844030608949)	(125, 1.0268877014679443)	(130, 1.2276876165642707)	(135, 1.4579993187570839)	(140, 1.6106319199220764)
WZP-3_S34_R1_001 - polya	(1, 0.00495516129600592)	(2, 0.014356858866099692)	(3, 0.022190732915023336)	(4, 0.029133202286358614)	(5, 0.036217247694722635)	(6, 0.04326458820459772)	(7, 0.04945722893537337)	(8, 0.05479516988704959)	(9, 0.0598080103092524)	(10, 0.07483814188477766)	(15, 0.09672265107526476)	(20, 0.11555121528870185)	(25, 0.13367924029669304)	(30, 0.1518638957194957)	(35, 0.16997828747947671)	(40, 0.18859920683860495)	(45, 0.2076427568860487)	(50, 0.22590187081721463)	(55, 0.24414840021175582)	(60, 0.2628542651931013)	(65, 0.2818883768380765)	(70, 0.3011532049878391)	(75, 0.32018731663281425)	(80, 0.3393504197781933)	(85, 0.3589445433029711)	(90, 0.37879140627162966)	(95, 0.39819151819010873)	(100, 0.41842430694859384)	(105, 0.4392978583635572)	(110, 0.46114146781001375)	(115, 0.4841292213779397)	(120, 0.508630265474995)	(125, 0.5351637122369517)	(130, 0.5633457332967543)	(135, 0.5944526104104322)	(140, 0.6162595149583997)
WZP-3_S34_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 1.0487113853980783e-05)	(4, 2.0974227707961566e-05)	(5, 2.0974227707961566e-05)	(6, 4.719201234291352e-05)	(7, 5.7679126196894305e-05)	(8, 6.29226831238847e-05)	(9, 8.389691083184626e-05)	(10, 0.0001541605736535175)	(15, 0.0004257768224716197)	(20, 0.0011147802026781571)	(25, 0.0029594635295933772)	(30, 0.006189494596619458)	(35, 0.010696856131060398)	(40, 0.017126505634936017)	(45, 0.026091939268704185)	(50, 0.03844995423423513)	(55, 0.05468505519158279)	(60, 0.07523874963399972)	(65, 0.10040992030632438)	(70, 0.1328318814972914)	(75, 0.17252036387768166)	(80, 0.22143855516096042)	(85, 0.2804023528049674)	(90, 0.34923032974002866)	(95, 0.42730794109430104)	(100, 0.5161526722424554)	(105, 0.6191644454959524)	(110, 0.7444739202257834)	(115, 0.8880204859476869)	(120, 1.0514936167035394)	(125, 1.235555049377527)	(130, 1.4443650220355235)	(135, 1.6779214372547586)	(140, 1.8284073262138414)
WZP-3_S34_R2_001 - polya	(1, 0.0073095183562246055)	(2, 0.019731504716264843)	(3, 0.02865603860600249)	(4, 0.037549111154178194)	(5, 0.04685118114265915)	(6, 0.05612178978957816)	(7, 0.0650463236793158)	(8, 0.07280154437433459)	(9, 0.08126988881142408)	(10, 0.1048921127675158)	(15, 0.1385987454055954)	(20, 0.1696521382386179)	(25, 0.19979420087772948)	(30, 0.22961745525568)	(35, 0.2596515006220956)	(40, 0.29012600477037837)	(45, 0.3194521699516502)	(50, 0.34826551526546246)	(55, 0.37643495178864017)	(60, 0.40526927133016033)	(65, 0.43392530993616285)	(70, 0.46266209931884095)	(75, 0.49118495157889797)	(80, 0.5195693739360823)	(85, 0.5490885020122673)	(90, 0.5788372978818547)	(95, 0.6079925231073066)	(100, 0.6362070542200565)	(105, 0.6662400508750868)	(110, 0.6996016574673704)	(115, 0.7338389380664615)	(120, 0.7701264494240057)	(125, 0.8082659850881632)	(130, 0.8493702278388409)	(135, 0.8932871145251561)	(140, 0.9235109766523287)
