Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
20150415.B-CAMA_reseq_21_R2 - polya	(1, 0.0042975486743293)	(2, 0.012353499007481134)	(3, 0.019409292558243602)	(4, 0.026437738071987613)	(5, 0.033454462998437996)	(6, 0.040510256549200464)	(7, 0.04761293244913744)	(8, 0.05398502507443843)	(9, 0.060505578472125336)	(10, 0.06987814144459442)	(12, 0.08146589541555871)	(14, 0.0925535709953283)	(16, 0.10304154319190739)	(18, 0.11304311101580103)	(20, 0.1230544459957727)	(22, 0.1329817834334734)	(24, 0.1427801944109442)	(26, 0.15274269361052575)	(28, 0.1626485433048548)	(30, 0.17229067978507726)	(32, 0.182059789294314)	(34, 0.19198126643836785)	(36, 0.20163903036831515)	(38, 0.2110369879465871)	(40, 0.22081586461190186)	(42, 0.2304560476609087)	(44, 0.23994776993752964)	(46, 0.24978720297052814)	(48, 0.259437153175613)	(50, 0.26934300286994206)	(52, 0.27940708049273505)	(54, 0.28933441793043574)	(56, 0.29903711077834194)	(58, 0.3088589629304)	(60, 0.31851086656670047)	(62, 0.32824090745162515)	(64, 0.3376994213975808)	(66, 0.3472477931794543)	(68, 0.3567883512364653)	(70, 0.36605738235450735)	(72, 0.37563505560461485)	(74, 0.38541197883871403)	(76, 0.3949955123824684)	(78, 0.40458881308230077)	(80, 0.414582567181332)	(82, 0.42409382377010896)	(84, 0.4340035803268692)	(86, 0.4436437633758761)	(88, 0.45319408858896515)	(90, 0.46271901919625136)	(92, 0.47220878804165667)	(94, 0.48195250294509057)	(96, 0.49168645069244643)	(98, 0.501076594545856)	(100, 0.5107363119070188)	(102, 0.5205698846463706)	(104, 0.5302256951451022)	(106, 0.5399420620115176)	(108, 0.5492110931295597)	(110, 0.5590700604747143)	(112, 0.5688743317458319)	(114, 0.578809482908395)
20150415.B-CAMA_reseq_22_R1 - polya	(1, 0.0022774592890035606)	(2, 0.00846518442338307)	(3, 0.014379990882634053)	(4, 0.020054817127547885)	(5, 0.02572023238366418)	(6, 0.03157857291012995)	(7, 0.037126350806277054)	(8, 0.04239650453289687)	(9, 0.047864289024264914)	(10, 0.055795399833387854)	(12, 0.06540166664847209)	(14, 0.07460090819806292)	(16, 0.08342371019575233)	(18, 0.09133364628008081)	(20, 0.09896125270048323)	(22, 0.1066265030760758)	(24, 0.11405647873172997)	(26, 0.12140881372980449)	(28, 0.1283941201647751)	(30, 0.1356499925276749)	(32, 0.14299291653695187)	(34, 0.15031701856863378)	(36, 0.15747407554915943)	(38, 0.1646264270352863)	(40, 0.1718046587406064)	(42, 0.17873349924279186)	(44, 0.18575880238015202)	(46, 0.19284057145029737)	(48, 0.19981411414927108)	(50, 0.20695470189940104)	(52, 0.21383178196320002)	(54, 0.22108765432609978)	(56, 0.22811295746345994)	(58, 0.23510532214002874)	(60, 0.24263646592525642)	(62, 0.2500923218001038)	(64, 0.25767052052931916)	(66, 0.2649640368474091)	(68, 0.27254458832382383)	(70, 0.2796357683827667)	(72, 0.2870163363472339)	(74, 0.2942769142045324)	(76, 0.30146455689865004)	(78, 0.3084216303672281)	(80, 0.3154586972405852)	(82, 0.32278750476666584)	(84, 0.32984809911201673)	(86, 0.33712514619971096)	(88, 0.34436219658501566)	(90, 0.35187922388704707)	(92, 0.359485655582655)	(94, 0.36692504222710676)	(96, 0.3744185420571443)	(98, 0.3817426440888262)	(100, 0.38928555161005074)	(102, 0.3968896305584594)	(104, 0.40432666445571175)	(106, 0.4118084005497523)	(108, 0.4190901531318453)	(110, 0.4261695694547913)	(112, 0.43360189785764486)	(114, 0.4410506954908941)
20150415.B-CAMA_reseq_22_R2 - polya	(1, 0.005105461422662941)	(2, 0.01381533155478193)	(3, 0.021278245671227485)	(4, 0.028614111438906308)	(5, 0.036415821152063134)	(6, 0.04363875505417154)	(7, 0.0502687966620352)	(8, 0.0570117701354693)	(9, 0.06374533262010586)	(10, 0.0740056631566188)	(12, 0.08611525299184744)	(14, 0.09790486920795989)	(16, 0.10861222171235577)	(18, 0.11958543465028201)	(20, 0.13019397177230374)	(22, 0.14059311439358035)	(24, 0.15118282953800705)	(26, 0.161847832592814)	(28, 0.1722022730173023)	(30, 0.18245083981781832)	(32, 0.192979383535061)	(34, 0.2036420338426686)	(36, 0.21405764569434088)	(38, 0.22441443886602858)	(40, 0.23451713534018276)	(42, 0.24504567905742547)	(44, 0.2550048579524173)	(46, 0.26530518519131974)	(48, 0.2757702047341791)	(50, 0.28626580999063045)	(52, 0.2970155119446152)	(54, 0.3076922787354191)	(56, 0.31773145103518996)	(58, 0.3279706068469085)	(60, 0.33870854506489634)	(62, 0.3494370722940866)	(64, 0.3598997390897466)	(66, 0.3706517937909307)	(68, 0.3810744638842012)	(70, 0.39131361969591966)	(72, 0.4019127458291439)	(74, 0.4121754291128562)	(76, 0.4221816629518357)	(78, 0.43239258579716155)	(80, 0.44261762512568376)	(82, 0.4529767710445708)	(84, 0.4631665191651022)	(86, 0.4735303705783881)	(88, 0.48365424177733674)	(90, 0.49390516132505213)	(92, 0.5039090424168322)	(94, 0.5140376191101798)	(96, 0.5241967815171191)	(98, 0.5344829922728254)	(100, 0.5452232832380126)	(102, 0.5559659269503991)	(104, 0.5663133091332893)	(106, 0.5765007045066214)	(108, 0.586911610863895)	(110, 0.5972472293107881)	(112, 0.6076487246792641)	(114, 0.6180784530141327)
20150415.B-CAMA_reseq_23_R1 - polya	(1, 0.0018013658103631638)	(2, 0.006336859453441924)	(3, 0.010551561924812176)	(4, 0.014958739099207531)	(5, 0.01949423274228629)	(6, 0.02416297810284397)	(7, 0.02901926291763124)	(8, 0.03345111633600417)	(9, 0.03805076821342464)	(10, 0.04448139739398135)	(12, 0.052424680330363585)	(14, 0.05978807153327273)	(16, 0.0666011824954819)	(18, 0.07298492681248123)	(20, 0.07945750560779982)	(22, 0.08519966758138212)	(24, 0.0909837791697263)	(26, 0.09693568921711802)	(28, 0.10259641958557433)	(30, 0.10803506375823244)	(32, 0.1135921539019829)	(34, 0.11919859653368853)	(36, 0.12449165086687893)	(38, 0.12992042454194597)	(40, 0.13564284552034622)	(42, 0.14100499333667382)	(44, 0.14636220590420593)	(46, 0.15166019548619183)	(48, 0.1571654655175894)	(50, 0.16264852692940712)	(52, 0.16813158834122488)	(54, 0.17361218212864488)	(56, 0.17882380485670923)	(58, 0.1838626938769306)	(60, 0.19164558122745856)	(62, 0.2005166909373977)	(64, 0.20616755080826296)	(66, 0.21450071839949092)	(68, 0.22256491493136327)	(70, 0.2280430410943855)	(72, 0.23346441189625927)	(74, 0.23872045186348334)	(76, 0.24422078664608537)	(78, 0.24943240937414976)	(80, 0.25492534128355854)	(82, 0.2603615178318188)	(84, 0.2655065147011438)	(86, 0.27082671290270954)	(88, 0.2760704147479448)	(90, 0.2815139941693984)	(92, 0.28689094773211254)	(94, 0.2920384122258352)	(96, 0.2974301715349359)	(98, 0.30310570764977873)	(100, 0.3083617476170028)	(102, 0.3139558521267196)	(104, 0.31916500723038627)	(106, 0.32455183129069143)	(108, 0.329904108609428)	(110, 0.33539950814323455)	(112, 0.34083815231589265)	(114, 0.34624471737137985)
20150415.B-CAMA_reseq_23_R2 - polya	(1, 0.005986456788960322)	(2, 0.013912466354558242)	(3, 0.021098188600828835)	(4, 0.02839248632060077)	(5, 0.03614082692956013)	(6, 0.043005758004122215)	(7, 0.04960418564372646)	(8, 0.05569428265739261)	(9, 0.06183866740780943)	(10, 0.07060613689304274)	(12, 0.08127861241334505)	(14, 0.09164510250832539)	(16, 0.10161924032406225)	(18, 0.11101842165512156)	(20, 0.12053604895727324)	(22, 0.12984146056121776)	(24, 0.1383078798699246)	(26, 0.1473221117949337)	(28, 0.1561956891292706)	(30, 0.1649409499949241)	(32, 0.17373309572413498)	(34, 0.18243887459942437)	(36, 0.19154687625154826)	(38, 0.20091644608983444)	(40, 0.20966417457988573)	(42, 0.2189301041934661)	(44, 0.22787771025973574)	(46, 0.2367414170964816)	(48, 0.24578279288986604)	(50, 0.2543380466768922)	(52, 0.264689731025486)	(54, 0.27556208412200667)	(56, 0.28476138787684757)	(58, 0.29565841721734587)	(60, 0.3069749427054629)	(62, 0.31658880735912714)	(64, 0.325615377406125)	(66, 0.33469129994107805)	(68, 0.34334032345521903)	(70, 0.3516759586708447)	(72, 0.36040888141450944)	(74, 0.3690505020554571)	(76, 0.37776615142833747)	(78, 0.38630906709337487)	(80, 0.39511601856897227)	(82, 0.40363672561442987)	(84, 0.4124017274752654)	(86, 0.42100880137464447)	(88, 0.42944314156618046)	(90, 0.4377343595426465)	(92, 0.4460157070215216)	(94, 0.4543587451103406)	(96, 0.46276347380910354)	(98, 0.4712298931178104)	(100, 0.4799652834858728)	(102, 0.48825403383794114)	(104, 0.496710582649057)	(106, 0.5051128437234221)	(108, 0.5134361408170591)	(110, 0.5218211285206399)	(112, 0.5297742819546132)	(114, 0.5383443414880258)
20150415.B-CAMA_reseq_24_R1 - polya	(1, 0.0015907579714037861)	(2, 0.004920891440951505)	(3, 0.00844367725997719)	(4, 0.012170124134165298)	(5, 0.016232336531729293)	(6, 0.020294548929293284)	(7, 0.024224656858643816)	(8, 0.027901564557251873)	(9, 0.03155645484449102)	(10, 0.03659844204797154)	(12, 0.04310733928390571)	(14, 0.04911809258761829)	(16, 0.0546582237233204)	(18, 0.05984607627711995)	(20, 0.06499815053744501)	(22, 0.06978143315734082)	(24, 0.07464728106987005)	(26, 0.07927644181018349)	(28, 0.08370194149533451)	(30, 0.08803661935858878)	(32, 0.09225570581215625)	(34, 0.09704174060847318)	(36, 0.10150026641067757)	(38, 0.10606337491688428)	(40, 0.11063473995235432)	(42, 0.11498042652129303)	(44, 0.11933987397233733)	(46, 0.1238011519509628)	(48, 0.12826793428243055)	(50, 0.13266040785052818)	(52, 0.13712168582915368)	(54, 0.14159672468988477)	(56, 0.14596442867019238)	(58, 0.15014498465386428)	(60, 0.15729238681949687)	(62, 0.1643709845746016)	(64, 0.16911848890102293)	(66, 0.17356600599754285)	(68, 0.17782637509742705)	(70, 0.18223260954763026)	(72, 0.18689754858141816)	(74, 0.19094600009687662)	(76, 0.1951705909032863)	(78, 0.1993263772991682)	(80, 0.20362252469252684)	(82, 0.20814710272883796)	(84, 0.21261113288388456)	(86, 0.21700360645198224)	(88, 0.22120893202344416)	(90, 0.2252243574218492)	(92, 0.22943243516973222)	(94, 0.23380013915003986)	(96, 0.2383329737156143)	(98, 0.24281351692918762)	(100, 0.24704361208843956)	(102, 0.2509544547828423)	(104, 0.25521207170630533)	(106, 0.2595384930402963)	(108, 0.26375757949386375)	(110, 0.26791887024258787)	(112, 0.2720223652864685)	(114, 0.27629099091561604)
20150415.B-CAMA_reseq_24_R2 - polya	(1, 0.005845622718445747)	(2, 0.013315029525348646)	(3, 0.01968356576380602)	(4, 0.02637135446711259)	(5, 0.03337289128242614)	(6, 0.039829497166359154)	(7, 0.04608244199512975)	(8, 0.051746421069781987)	(9, 0.05768011343370337)	(10, 0.06576875993535689)	(12, 0.07528028164672623)	(14, 0.08437072036566517)	(16, 0.09279788456711567)	(18, 0.10115899653445945)	(20, 0.10935222574011527)	(22, 0.1172014328931319)	(24, 0.1250699052810963)	(26, 0.13302369513811524)	(28, 0.14054264112059817)	(30, 0.1484991831540382)	(32, 0.15660434271421841)	(34, 0.16459115868829072)	(36, 0.17243210931204395)	(38, 0.18068313422254317)	(40, 0.18850481961134866)	(42, 0.19653291823173766)	(44, 0.20458303426349556)	(46, 0.21258911547251566)	(48, 0.22035300515647777)	(50, 0.227951764255173)	(52, 0.23790913854676277)	(54, 0.24814448265688507)	(56, 0.2560790072789562)	(58, 0.2669005649667757)	(60, 0.27815696652913124)	(62, 0.2879959972346131)	(64, 0.29672865301880724)	(66, 0.305353973922578)	(68, 0.31342335518928366)	(70, 0.3213551276349337)	(72, 0.3292951566098471)	(74, 0.3371443637628637)	(76, 0.3447733968021912)	(78, 0.35232261672530635)	(80, 0.35958836247704684)	(82, 0.36707978669531866)	(84, 0.37438681509337585)	(86, 0.38177916096048753)	(88, 0.38897059794885797)	(90, 0.39636019163954855)	(92, 0.4034030111011788)	(94, 0.41059995244239145)	(96, 0.41772808937307626)	(98, 0.4247709088347065)	(100, 0.43208068940918476)	(102, 0.439266622044713)	(104, 0.44609477174549633)	(106, 0.45333024355660456)	(108, 0.460353797783287)	(110, 0.467148921367017)	(112, 0.47401009718485376)	(114, 0.481124473233433)
20150415.B-CAMA_reseq_25_R1 - polya	(1, 0.0017407787468223328)	(2, 0.006386171174056787)	(3, 0.01124045705090992)	(4, 0.015831139288958528)	(5, 0.020615794015938767)	(6, 0.02508710856849099)	(7, 0.029583291388854956)	(8, 0.03408942151634362)	(9, 0.03882433970770037)	(10, 0.045879467285893163)	(12, 0.05467039995734595)	(14, 0.06328974158089767)	(16, 0.07145896755705676)	(18, 0.0788945796327693)	(20, 0.08631775757457597)	(22, 0.09373844868960145)	(24, 0.10121882364737513)	(26, 0.10827892487913027)	(28, 0.11510029073989264)	(30, 0.12202859015224553)	(32, 0.12894196860391136)	(34, 0.13558676976321032)	(36, 0.14233601764731862)	(38, 0.14938119791838672)	(40, 0.15625478714155377)	(42, 0.16329250693227834)	(44, 0.1701636093286642)	(46, 0.17714661893020295)	(48, 0.18442804774548263)	(50, 0.19139116273277196)	(52, 0.19843136935027772)	(54, 0.20548898375525168)	(56, 0.2123874412462305)	(58, 0.21983051380228652)	(60, 0.22727856001190494)	(62, 0.2344555421023753)	(64, 0.2417668128390291)	(66, 0.2492372404896781)	(68, 0.2566280896833295)	(70, 0.26421788501947485)	(72, 0.2718847719858366)	(74, 0.27920101637605277)	(76, 0.28644514278961486)	(78, 0.2936096907461793)	(80, 0.3010278950344236)	(82, 0.30837149451923274)	(84, 0.31614282821040385)	(86, 0.3239365433426056)	(88, 0.3317252848212449)	(90, 0.3397229197495029)	(92, 0.34774293611879153)	(94, 0.35632746216740685)	(96, 0.3651706182012643)	(98, 0.37421769403117805)	(100, 0.3829887320883814)	(102, 0.3919089797524553)	(104, 0.4010430945197102)	(106, 0.40963508104866897)	(108, 0.4185229999645876)	(110, 0.42756261531415785)	(112, 0.4364555078836388)	(114, 0.44606958021966037)
20150415.B-CAMA_reseq_25_R2 - polya	(1, 0.005550597375582066)	(2, 0.015114933175980198)	(3, 0.023217014829047568)	(4, 0.03070733709394595)	(5, 0.038739787597140425)	(6, 0.046180373326415315)	(7, 0.05372540578049954)	(8, 0.060648731539290075)	(9, 0.06772126690495109)	(10, 0.0778600596918006)	(12, 0.08984656477706293)	(14, 0.10126856018299862)	(16, 0.11283976519580477)	(18, 0.12396334138799948)	(20, 0.13479347202001557)	(22, 0.14539481458816356)	(24, 0.155874302644034)	(26, 0.16672681471708067)	(28, 0.1772286842139817)	(30, 0.1875440417022946)	(32, 0.19819263397928494)	(34, 0.20882879212236938)	(36, 0.21948484487970324)	(38, 0.2299220568802937)	(40, 0.24028466407744892)	(42, 0.25072684973160175)	(44, 0.2607537353132984)	(46, 0.27147693239372395)	(48, 0.2820210779459049)	(50, 0.2924209875447778)	(52, 0.303295881058855)	(54, 0.3142503530299299)	(56, 0.3247596830071744)	(58, 0.33552266931609875)	(60, 0.34611903823068446)	(62, 0.35679995925583)	(64, 0.367145158665517)	(66, 0.37782359286388145)	(68, 0.38837768572318715)	(70, 0.3986258988884083)	(72, 0.4088492437858178)	(74, 0.4191198383920695)	(76, 0.4295868923140341)	(78, 0.4398102372114435)	(80, 0.4505334342918691)	(82, 0.4610278433084266)	(84, 0.4717560140424145)	(86, 0.4821807919090991)	(88, 0.49264287217750136)	(90, 0.5029806111068449)	(92, 0.5132263374452848)	(94, 0.5236585757923129)	(96, 0.5340510249108423)	(98, 0.5446175519040539)	(100, 0.5554849849377876)	(102, 0.5665463904604529)	(104, 0.5771726012964127)	(106, 0.5877167468485937)	(108, 0.5983976678737393)	(110, 0.6090139314025742)	(112, 0.619269605048139)	(114, 0.6299928021285646)
20150415.B-CAMA_reseq_26_R1 - polya	(1, 0.0019333175420884223)	(2, 0.006669697021806331)	(3, 0.011500505893040126)	(4, 0.01618718569301283)	(5, 0.02103787443614471)	(6, 0.02583389353155686)	(7, 0.03054045320342765)	(8, 0.035560120857693216)	(9, 0.03999333229096538)	(10, 0.04653629512942145)	(12, 0.054776502031176205)	(14, 0.06276821053420496)	(16, 0.07002436377700469)	(18, 0.0768207949821613)	(20, 0.08343830734023516)	(22, 0.08964331235642384)	(24, 0.09580110267685457)	(26, 0.10196386296525983)	(28, 0.10802970887816193)	(30, 0.1139862154956246)	(32, 0.11997254192093437)	(34, 0.12592159358643523)	(36, 0.1316047519652993)	(38, 0.13750658893504222)	(40, 0.1434307907606705)	(42, 0.14942954210591658)	(44, 0.15555502763451293)	(46, 0.16151898920393737)	(48, 0.16762956482861016)	(50, 0.17380475003695173)	(52, 0.1798780509018156)	(54, 0.18602838627028456)	(56, 0.1919177983200912)	(58, 0.1989130282442286)	(60, 0.2060026875598819)	(62, 0.21226484720777755)	(64, 0.21805734488208106)	(66, 0.22387220741226987)	(68, 0.22981628910979623)	(70, 0.2357852206471952)	(72, 0.24160008317738402)	(74, 0.24732548628403148)	(76, 0.25310555903839865)	(78, 0.2591564950473772)	(80, 0.2652074310563558)	(82, 0.2712608520493216)	(84, 0.2772943931703893)	(86, 0.28324344483589015)	(88, 0.28935899042853747)	(90, 0.29577024911566874)	(92, 0.3017913653168002)	(94, 0.3077578118702119)	(96, 0.31358012935236246)	(98, 0.31992926343981226)	(100, 0.3261939080716952)	(102, 0.3320211955218203)	(104, 0.33782114814808556)	(106, 0.34397396850054174)	(108, 0.3500646642533165)	(110, 0.35599383604691925)	(112, 0.3621342314794392)	(114, 0.368923207732634)
20150415.B-CAMA_reseq_26_R2 - polya	(1, 0.004279142426062035)	(2, 0.011629725060377656)	(3, 0.01831930195408207)	(4, 0.024536731890207046)	(5, 0.030992720289109002)	(6, 0.0375331981435778)	(7, 0.04430726449284906)	(8, 0.050301045870120624)	(9, 0.05608111862448781)	(10, 0.06450521434129983)	(12, 0.07467625380115575)	(14, 0.08411422298476993)	(16, 0.0932216892980785)	(18, 0.10244843484277556)	(20, 0.1112328532377403)	(22, 0.12011170102422095)	(24, 0.1290253385865232)	(26, 0.13776005730174273)	(28, 0.14634816196171396)	(30, 0.15476480272656418)	(32, 0.16322368821919786)	(34, 0.1718142778631563)	(36, 0.18017127901231228)	(38, 0.18850591530558294)	(40, 0.19703189536587262)	(42, 0.20547835593857)	(44, 0.21395712130310174)	(46, 0.22248310136339144)	(48, 0.23110599579918428)	(50, 0.23957730621175422)	(52, 0.2490351552672665)	(54, 0.25826935576392535)	(56, 0.26675806106440614)	(58, 0.27518215678121816)	(60, 0.28380505121701094)	(62, 0.2922763616295809)	(64, 0.3005115985633612)	(66, 0.3091270380471922)	(68, 0.31759089350780045)	(70, 0.3261243285200519)	(72, 0.33480686257153897)	(74, 0.3432036234644911)	(76, 0.3516724488930738)	(78, 0.3602704934889941)	(80, 0.36868216428586975)	(82, 0.37708886511477097)	(84, 0.3855875103512008)	(86, 0.3940936105395924)	(88, 0.40246055162469746)	(90, 0.41084240261372607)	(92, 0.41889375073244906)	(94, 0.4272830566734394)	(96, 0.43537416453595856)	(98, 0.44395729922795524)	(100, 0.4527069278470983)	(102, 0.4609794395406875)	(104, 0.4694408100173084)	(106, 0.4776884718710249)	(108, 0.485988318388474)	(110, 0.4941241559627638)	(112, 0.5022202337932575)	(114, 0.5105896598623498)
20150415.B-CAMA_reseq_2_R1 - polya	(1, 0.002122938679032901)	(2, 0.008235135754929825)	(3, 0.013530817954275633)	(4, 0.01897813863069522)	(5, 0.024652917022725474)	(6, 0.029907773478243728)	(7, 0.035267610417889984)	(8, 0.04040582189104379)	(9, 0.045579026858906926)	(10, 0.05307346697582253)	(12, 0.06192098888816569)	(14, 0.07004239578529017)	(16, 0.07790135147209468)	(18, 0.08493504390867071)	(20, 0.09191332997862364)	(22, 0.0987428936960619)	(24, 0.10532750295053483)	(26, 0.11198501531898553)	(28, 0.11838590872623446)	(30, 0.12509007908763092)	(32, 0.13138307588619275)	(34, 0.13788603365301058)	(36, 0.14425776581466837)	(38, 0.15080154932531376)	(40, 0.15721410723079912)	(42, 0.16359458776613428)	(44, 0.17038332573974496)	(46, 0.1772245539554197)	(48, 0.1837216794731193)	(50, 0.190195475994346)	(52, 0.19665760801733623)	(54, 0.20307599817193983)	(56, 0.20915611787768654)	(58, 0.21605858470910258)	(60, 0.22305728365096927)	(62, 0.22979644750707512)	(64, 0.23606319918460492)	(66, 0.2429510853932254)	(68, 0.24943946253724764)	(70, 0.2558228591971419)	(72, 0.2624395458217651)	(74, 0.2690533163218291)	(76, 0.2756058482061518)	(78, 0.2820708963537012)	(80, 0.28844262851535896)	(82, 0.2950272377698319)	(84, 0.3016964146365191)	(86, 0.30836850762776535)	(88, 0.3148860460173787)	(90, 0.3211207203247583)	(92, 0.3279065421738099)	(94, 0.33470986077021614)	(96, 0.3415831663560411)	(98, 0.3480511306281496)	(100, 0.35481070735616915)	(102, 0.3615294583403612)	(104, 0.36806740960188833)	(106, 0.3748415669527035)	(108, 0.3817906917770653)	(110, 0.3881974174334325)	(112, 0.39472078807216404)	(114, 0.40175156438418097)
20150415.B-CAMA_reseq_2_R2 - polya	(1, 0.006228842058261369)	(2, 0.015262995942387643)	(3, 0.023328996472889024)	(4, 0.031803254441665964)	(5, 0.03997423545629534)	(6, 0.04744534657673805)	(7, 0.05459568399567854)	(8, 0.06164687317960924)	(9, 0.06866890111794884)	(10, 0.07879368558718268)	(12, 0.09107056998104052)	(14, 0.10272048759468949)	(16, 0.11381925766666644)	(18, 0.12435229957417583)	(20, 0.134485832417087)	(22, 0.14500720982635995)	(24, 0.15534487138840888)	(26, 0.1655658879680934)	(28, 0.17648094219284632)	(30, 0.18675444901459487)	(32, 0.19710960732399846)	(34, 0.20770972009636743)	(36, 0.21802696878650257)	(38, 0.22860083643783954)	(40, 0.23923302658035872)	(42, 0.24968150087565388)	(44, 0.2601853815375722)	(46, 0.2705930300890398)	(48, 0.2811552332421403)	(50, 0.2916328687830266)	(52, 0.303031999684592)	(54, 0.31414243425480537)	(56, 0.3241943156100614)	(58, 0.3349139894893539)	(60, 0.345517018386282)	(62, 0.3556097254853656)	(64, 0.3659794644175648)	(66, 0.3766029061864066)	(68, 0.3869959741150787)	(70, 0.3971061779615169)	(72, 0.4071114013238272)	(74, 0.4175773723664771)	(76, 0.4282882978720922)	(78, 0.4383110179817572)	(80, 0.4484299702018728)	(82, 0.4587326382692124)	(84, 0.46884284211565075)	(86, 0.47928548416182765)	(88, 0.4897951970728642)	(90, 0.5000862006419673)	(92, 0.5103276300935656)	(94, 0.5206011369153141)	(96, 0.530807572872203)	(98, 0.5406582416328805)	(100, 0.5504505879023756)	(102, 0.5603158372858486)	(104, 0.5703618863919864)	(106, 0.5805712384734345)	(108, 0.5908068356759144)	(110, 0.6007362397996878)	(112, 0.6108318630233306)	(114, 0.6215981948955689)
20150415.B-CAMA_reseq_3_R1 - polya	(1, 0.0022549575803471576)	(2, 0.008287770632982088)	(3, 0.014048065115480278)	(4, 0.019530497526466496)	(5, 0.02544041004747113)	(6, 0.0314091010836033)	(7, 0.03684344198221245)	(8, 0.042005264310684846)	(9, 0.046974720589648966)	(10, 0.05468539307410619)	(12, 0.06412201650276278)	(14, 0.07289337401020321)	(16, 0.08104755710880454)	(18, 0.08889716062901774)	(20, 0.0961883682555194)	(22, 0.10334331659695267)	(24, 0.1104715474315098)	(26, 0.11759977826606693)	(28, 0.12435663575504556)	(30, 0.1312390655263421)	(32, 0.13810813654420057)	(34, 0.1447607957563622)	(36, 0.15140543971646098)	(38, 0.1584054265180126)	(40, 0.16531190204549767)	(42, 0.17229051484154836)	(44, 0.1792637841362238)	(46, 0.18577484056194182)	(48, 0.19253169805092046)	(50, 0.19936336455915232)	(52, 0.2060026650178759)	(54, 0.21260723271766047)	(56, 0.21937477720938953)	(58, 0.2274114032777358)	(60, 0.23555489937358667)	(62, 0.24217282582680932)	(64, 0.2494025831874958)	(66, 0.25641058524111027)	(68, 0.26321286249177833)	(70, 0.2699430024738808)	(72, 0.27696169153024575)	(74, 0.28414068562786754)	(76, 0.2910284589005393)	(78, 0.29787081241152163)	(80, 0.304691791917003)	(82, 0.31164101545548994)	(84, 0.31855283448435023)	(86, 0.32554747778452664)	(88, 0.33255280808745347)	(90, 0.33959554290000693)	(92, 0.3467611782441906)	(94, 0.3540710881255056)	(96, 0.36134092174650634)	(98, 0.3684771678331263)	(100, 0.3754477653771141)	(102, 0.382883247540747)	(104, 0.39015040941106016)	(106, 0.39769008985151)	(108, 0.4050667935000153)	(110, 0.41197059727681273)	(112, 0.4191843241333736)	(114, 0.4268442333547661)
20150415.B-CAMA_reseq_3_R2 - polya	(1, 0.006390827644775357)	(2, 0.01568852003767596)	(3, 0.02379461162390022)	(4, 0.032167878278885995)	(5, 0.040455648911868085)	(6, 0.04845487047058774)	(7, 0.056245695475673416)	(8, 0.06344873532948377)	(9, 0.07072124070117211)	(10, 0.08082313005104486)	(12, 0.09307845045513541)	(14, 0.10487155799026852)	(16, 0.11638680345388967)	(18, 0.127616171593936)	(20, 0.1386104256734722)	(22, 0.1492333064074299)	(24, 0.15985351539069997)	(26, 0.1707970062071715)	(28, 0.18104317009417548)	(30, 0.19182101236801485)	(32, 0.2023263360717175)	(34, 0.21284501852885818)	(36, 0.2238366008577068)	(38, 0.2349564272195609)	(40, 0.24608694058416547)	(42, 0.2568006608415021)	(44, 0.26766934263872033)	(46, 0.2786876424744451)	(48, 0.2897059423101699)	(50, 0.30007767847949174)	(52, 0.31181200749949733)	(54, 0.3239150381143938)	(56, 0.3350321927255603)	(58, 0.3461359885832887)	(60, 0.3570848229011354)	(62, 0.3685092288413777)	(64, 0.37936455188515794)	(66, 0.39015842466312295)	(68, 0.40121680075916194)	(70, 0.4120293757919403)	(72, 0.42281523331784254)	(74, 0.4338816246659444)	(76, 0.4446808409452846)	(78, 0.45542929396156023)	(80, 0.4661724034764606)	(82, 0.47673116219391554)	(84, 0.4877548055310155)	(86, 0.49864486133373476)	(88, 0.5097887334517774)	(90, 0.5202940571554799)	(92, 0.5305776255521106)	(94, 0.5410321859927485)	(96, 0.5520023943160962)	(98, 0.5627374885789338)	(100, 0.5736435748857787)	(102, 0.584130196334668)	(104, 0.594910710359195)	(106, 0.6054053470601471)	(108, 0.6157316634677796)	(110, 0.6263946204620514)	(112, 0.6368999441657541)	(114, 0.6480491597851721)
