Sample	fastp-pct_duplication	fastp-after_filtering_q30_rate	fastp-after_filtering_q30_bases	fastp-filtering_result_passed_filter_reads	fastp-after_filtering_gc_content	fastp-pct_surviving_reads	fastp-pct_surviving_bases	fastp-pct_adapter	fastp-before_filtering_read1_mean_length	fastp-before_filtering_read2_mean_length	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
20150415.B-CAMA_reseq_21_R2											21.79969661169639	39.0	125.07506731426298	126	18.181818181818183	25.595986999999997
20150415.B-CAMA_reseq_22	0.733564	94.23230000000001	5005.814265	42.503504	38.9897	98.78919992551212	97.99168903383358	3.6494812111924095	126.0	126.0						
20150415.B-CAMA_reseq_22_R1											21.7814796948211	39.0	124.98302257620925	126	0.0	21.251752
20150415.B-CAMA_reseq_22_R2											21.310386179658323	39.0	124.9854577636705	126	18.181818181818183	21.251752
20150415.B-CAMA_reseq_23	0.7622140000000001	95.3938	4805.756952	40.524806	39.5993	92.46364626892513	91.22653255121746	12.59356099478902	126.0	126.0						
20150415.B-CAMA_reseq_23_R1											22.57947732419703	39.0	124.31676099818961	126	0.0	20.262403
20150415.B-CAMA_reseq_23_R2											22.329996726159806	39.0	124.3122809273905	126	9.090909090909092	20.262403
20150415.B-CAMA_reseq_24	0.744181	95.72699999999999	4283.5394719999995	36.33488	40.0324	89.81627190964386	87.78674020087782	19.347559196744484	126.0	126.0						
20150415.B-CAMA_reseq_24_R1											22.24972493177981	40.0	123.13436620679633	126	0.0	18.16744
20150415.B-CAMA_reseq_24_R2											22.105583875954196	40.0	123.16975881026715	126	9.090909090909092	18.16744
20150415.B-CAMA_reseq_25	0.6705960000000001	93.3969	4697.509918	40.211887999999995	38.8027	98.85884730636671	98.13542997077421	3.4065193721791767	126.0	126.0						
20150415.B-CAMA_reseq_25_R1											22.06817383483235	38.0	125.07808049201769	126	0.0	20.105943999999997
20150415.B-CAMA_reseq_25_R2											21.54510149186558	38.0	125.0806427691234	126	18.181818181818183	20.105943999999997
20150415.B-CAMA_reseq_26	0.750047	94.2927	4750.201236	40.241707999999996	40.114	97.15128971554324	96.52401189381258	4.879590626090311	126.0	126.0						
20150415.B-CAMA_reseq_26_R1											21.665883549060524	40.0	125.18690956159217	126	0.0	20.120853999999998
20150415.B-CAMA_reseq_26_R2											21.141530793908316	40.0	125.18884665630992	126	18.181818181818183	20.120853999999998
20150415.B-CAMA_reseq_2_R1											17.916072674628893	39.0	125.19701092566892	126	0.0	17.146044
20150415.B-CAMA_reseq_2_R2											17.569089647388466	39.0	125.19854737337663	126	9.090909090909092	17.146044
20150415.B-CAMA_reseq_3	1.25774	95.2063	4458.17534	37.428641999999996	38.5283	96.29092326201956	95.60979936863508	5.755758871782401	126.0	126.0						
20150415.B-CAMA_reseq_3_R1											18.61259419737381	38.0	125.10939269450385	126	0.0	18.714320999999998
20150415.B-CAMA_reseq_3_R2											18.44844850799069	38.0	125.11080947045848	126	9.090909090909092	18.714320999999998
20150415.B-CAMA_reseq_4	1.38332	95.47109999999999	4196.456773	35.118933999999996	39.301	95.27797052196767	94.64365696363528	6.6715594872717565	126.0	126.0						
20150415.B-CAMA_reseq_4_R1											23.493159940135584	39.0	125.16104959222281	126	0.0	17.559466999999998
20150415.B-CAMA_reseq_4_R2											23.15982092072288	39.0	125.16417929997533	126	9.090909090909092	17.559466999999998
20150415.B-CAMA_reseq_5	1.35835	95.23949999999999	5163.969869	43.350795999999995	38.9935	95.6016421744976	94.89956072624767	6.492802486311573	126.0	126.0						
20150415.B-CAMA_reseq_5_R1											21.9531957204523	39.0	125.07459646185043	126	0.0	21.675397999999998
20150415.B-CAMA_reseq_5_R2											21.624007458180174	39.0	125.0776287937135	126	9.090909090909092	21.675397999999998
20150415.B-CAMA_reseq_6	1.20664	95.2187	4460.111999	37.49623	39.1257	94.62103795129246	93.81087710051214	7.736938372093081	126.0	126.0						
20150415.B-CAMA_reseq_6_R1											19.667538390671652	39.0	124.92072808386337	126	0.0	18.748115
20150415.B-CAMA_reseq_6_R2											19.336493350849963	39.0	124.92430140310105	126	9.090909090909092	18.748115
20150415.B-CAMA_reseq_7	1.22081	95.1839	5346.510117	44.908502	38.912600000000005	94.12459737389692	93.43525073755734	7.926932479539636	126.0	126.0						
20150415.B-CAMA_reseq_7_R1											19.922655163048375	38.0	125.07684055014795	126	0.0	22.454251
20150415.B-CAMA_reseq_7_R2											19.59057818260436	38.0	125.08046690134532	126	9.090909090909092	22.454251
20150415.B-CAMA_reseq_8	1.50646	95.1942	5330.483161	44.774508	39.1398	96.04024970439012	95.32521122946687	6.099602051163429	126.0	126.0						
20150415.B-CAMA_reseq_8_R1											24.26127273383915	39.0	125.06240814527767	126	0.0	22.387254
20150415.B-CAMA_reseq_8_R2											24.026201140529764	39.0	125.06419813702922	126	9.090909090909092	22.387254
20150415.B-CAMA_reseq_9	1.24936	94.94510000000001	4518.804637	38.08536	38.7187	96.90726140352449	96.1122198925167	5.408592876608822	126.0	126.0						
20150415.B-CAMA_reseq_9_R1											18.438271210246725	38.0	124.96647073836246	126	0.0	19.04268
20150415.B-CAMA_reseq_9_R2											18.28221177590663	38.0	124.96891309416532	126	9.090909090909092	19.04268
